1,0,500,#global,#kills,#hash_2f0175bcf40358c0,250,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
2,1,1000,#global,#kills,#hash_2f0175bcf40358c0,500,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
3,2,2500,#global,#kills,#hash_2f0175bcf40358c0,750,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
4,3,5000,#global,#kills,#hash_2f0175bcf40358c0,1500,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
5,4,10000,#global,#kills,#hash_2f0175bcf40358c0,3000,0,?0,#hash_0,#zombie_hunter_mastery,0,#hash_68daf46b0ebbaf48,?0,0,false,hunter,false,false,false,false,true,#hash_0,#hash_0,0,?0
6,0,25,#global,#zombie_hunter_kill_melee,#hash_49ceea76382c5970,500,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
7,1,50,#global,#zombie_hunter_kill_melee,#hash_49ceea76382c5970,1000,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
8,2,100,#global,#zombie_hunter_kill_melee,#hash_49ceea76382c5970,2500,0,?0,#hash_0,#zombie_hunter_mastery,0,#hash_2d3661bee0314bd8,?0,0,false,hunter,false,false,false,false,true,#hash_0,#hash_0,0,?0
9,0,100,#global,#zombie_hunter_kill_headshot,#hash_3249a5a828b0d8ae,250,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
10,1,250,#global,#zombie_hunter_kill_headshot,#hash_3249a5a828b0d8ae,500,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
11,2,500,#global,#zombie_hunter_kill_headshot,#hash_3249a5a828b0d8ae,750,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
12,3,1000,#global,#zombie_hunter_kill_headshot,#hash_3249a5a828b0d8ae,1500,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
13,4,2000,#global,#zombie_hunter_kill_headshot,#hash_3249a5a828b0d8ae,3000,0,?0,#hash_0,#zombie_hunter_mastery,0,#hash_7bdc832f019fc49e,?0,0,false,hunter,false,false,false,false,true,#hash_0,#hash_0,0,?0
14,0,25,#global,#zombie_hunter_kill_crawler,#hash_7d7503807cd964dc,500,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
15,1,50,#global,#zombie_hunter_kill_crawler,#hash_7d7503807cd964dc,1000,0,?0,#hash_0,#hash_0,0,#hash_0,?0,0,false,hunter,false,false,false,false,false,#hash_0,#hash_0,0,?0
16,2,100,#global,#zombie_hunter_kill_crawler,#hash_7d7503807cd964dc,2500,0,?0,#hash_0,#zombie_hunter_mastery,0,#hash_101f654a03a99d24,?0,0,false,hunter,false,false,false,false,true,#hash_0,#hash_0,0,?0
