0,#zm_towers_default,7#,7#,7#,#,#,#,#,#,#,#,#,#
1,#hash_78f6ec40a9ae4f89,7#hash_5e58a07425cbad38,7#hash_69da04fb2e304e60,7#,#damage_drains_points,#100,#,#,#,#,#,#,#
2,#hash_6a169738c6691e01,7#hash_1cc4303a4301c66,7#hash_43c5dc7745aea596,7#,#sprinters_only,#,#,#,#,#,#,#,#
3,#hash_30d08f0fbf9a0bf,7#hash_2d1e334718300420,7#hash_3d3dbe303009bce8,7#,#hash_4043192ca121b4d4,#50,#,#,#,#,#,#,#
4,#ride_shotgun,7#hash_193cc3e8733fda9,7#hash_5e88e7d3747294a3,7#,#restrict_loadout,#hash_33380540d3ae5004,#,#,#,#,#,#,#
5,#shielded,7#hash_17d3c3f9575deaa,7#hash_7deef3bed09aed9a,7#,#acquire_weapon,#zhield_zword_dw,#,#,#,#,#,#,#
6,#open_sesame,7#hash_3d43eb968949b801,7#hash_6077836e3d0cccfb,7#,#open_all_doors,#,#,#,#,#,#,#,#
7,#shields_up,7#hash_5f92a1f5298fbf70,7#hash_4fabaa43dbddbdd8,7#,#restrict_loadout,#shield,#,#,#,#,#,#,#
8,#creeper,7#hash_77fd91d432462218,7#hash_6b6711cf5ee83b00,7#,#hash_64d77357e69aee75,#crouch,#,#,#,#,#,#,#
9,#ix_lives,7#hash_4241496521489863,7#hash_e410c373c3adf35,7#,#hash_6c9de9db7f3e44a3,#hash_5fea2159d1a2a904,#gladiator,#9,#hash_f7011df2ad413b5,#zone_starting_area_center,#,#,#
10,#hash_6ab5543f25d2b74b,7#hash_55e02dd5d39f9106,7#hash_5807dc4b69518bf6,7#,#defend_area,#hash_aefdadde0c31697,#hash_7cd92738d04c1625,#hash_79cbb781f15087ce,#zone_pap_room,#zone_pap_room_balcony_flooded_crypt,#,#,#
10,#,7#,7#,7#,#give_reward,#hash_20e770cec441c9f2,#hash_3ad6fd4b554f42a0,#uie_trial_medal_bronze,#hash_6dd1118d38426588,#,#,#,#
11,#hash_661d129db922038b,7#hash_3daed7fcf4df55cc,7#hash_44e0c41dfea69434,7#,#no_ads,#,#,#,#,#,#,#,#
12,#hash_68f39270615e9bad,7#hash_3008326f67c910f6,7#hash_6863ca23b2217c06,7#,#no_sprint,#,#,#,#,#,#,#,#
13,#pack_single,7#hash_31345f36e3200179,7#hash_3e645349c603653,7#,#use_pack_a_punch,#2,#,#,#,#,#,#,#
14,#hash_2a4f62f9759757cc,7#hash_7c227538c1d6a1c7,7#hash_f45ed5ed2178b59,7#,#repair_boards,#hash_cef88785ed00590,#1000,#1000,#1000,#1000,#,#,#
15,#hash_4ed84984446ab48f,7#hash_4445fe38241c1416,7#hash_58a35778e95f4ce6,7#,#defend_area,#hash_7f2488fc28418f5d,#hash_7cd92738d04c1625,#hash_79cbb781f15087ce,#zone_zeus_basement,#,#,#,#
16,#hash_43ca40dcf88a2dee,7#hash_71b8d8632ad3c759,7#hash_554af3c66ecc75f3,7#,#acquire_perks,#3,#,#,#,#,#,#,#
17,#hash_1565ef3d5d99876,7#hash_bbad2bcf54f7b83,7#hash_555c0c953bab7915,7#,#restrict_loadout,#hash_33380540d3ae5004,#,#,#,#,#,#,#
18,#heads_up,7#hash_322e220fb44b098f,7#hash_600f2ccb7ff24801,7#,#headshots_only,#,#,#,#,#,#,#,#
19,#hash_55cdbff3084b8af0,7#hash_721712f22c073f4b,7#hash_5164b3f10f55eb5d,7#,#timed_round,#hash_6e1d873c28de9fc2,#15,#540,#,#,#,#,#
20,#defend_arena,7#hash_5bbb940392f0ba96,7#hash_138e5af4b40cb066,7#,#defend_area,#hash_59a38e967b630b61,#hash_495112655250e1cf,#hash_16c301550a06a27c,#zone_starting_area_center,#zone_starting_area_ra,#zone_starting_area_odin,#zone_starting_area_zeus,#zone_starting_area_danu
20,#,7#,7#,7#,#activate_hazards,#,#,#,#,#,#,#,#
20,#,7#,7#,7#,#give_reward,#hash_20e46acec43f89e9,#hash_46044d0ce4567ceb,#uie_trial_medal_silver,#hash_461f4cde5d994295,#,#,#,#
21,#hash_2ce5dc8e1441c940,7#hash_7b9f935614cb13f3,7#hash_3713d7364f6f1ee5,7#,#damage_drains_points,#10,#,#,#,#,#,#,#
22,#pack_mule,7#hash_6a78e89bed2ee04c,7#hash_6a10b495324223b4,7#,#upgrade_multiple,#2,#4,#,#,#,#,#,#
23,#easy_tiger,7#hash_1de2821a46adefc8,7#hash_6aae5ddde58b90d0,7#,#add_special,#tiger,#35,#60,#110,#150,#,#,#
24,#hash_631662ec2c67bc04,7#hash_74aa73c2718f7bd9,7#hash_35d914f7b5a04373,7#,#hash_2f8add191c45a722,#25,#50,#75,#100,#,#,#,#
25,#hash_71574770b525e365,7#hash_2b26f46fc3e11c96,7#hash_1f9fff1767969666,7#,#defend_area,#hash_139b16ee1081d55f,#hash_45051e519608364d,#hash_546cecc8a2657056,#zone_body_pit,#,#,#,#
26,#weapon_roulette,7#hash_632bb13061f6d707,7#hash_5318e04bf8790499,7#,#weapon_rotation,#20,#0,#,#,#,#,#,#
26,#,7#,7#,7#,#disable_buys,#,#,#,#,#,#,#,#
27,#hash_188f583881fb3a44,7#hash_7d42486b7265991d,7#hash_4b0cf7d8cfbe2527,7#,#restrict_loadout,#hash_33380540d3ae5004,#,#,#,#,#,#,#
28,#hash_3198ef3c00cf5bb0,7#hash_6a0c828d0b265829,7#hash_685e51cd42249423,7#,#acquire_perks,#4,#,#,#,#,#,#,#
29,#hash_6e962a4a797723d2,7#hash_3cdc51974d924931,7#hash_6ad8c0ad709cd18b,7#,#moving_hill,#hash_37514adf61bfa9bd,#hash_153a0039527202c5,#hash_2d3dde1bca17572e,#30,#30,#,#,#
30,#hash_35f243719e8e8279,7#hash_7c9932ec97180186,7#hash_71ac572216fa0d76,7#,#towers_boss,#,#,#,#,#,#,#,#
30,#,7#,7#,7#,#give_reward,#fastest_time_to_complete_round_30,#hash_f60cd1936dfe2ae,#uie_trial_medal_gold,#hash_3499a1ccc18c05aa,#hash_50d31f5c1693d096,#1,#,#
