0,#zm_white_default,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
1,#hash_7ac908d3550cdbbe,#hash_6269f07516f26789,#hash_a3f529029c76943,#hash_0,#defend_area,#hash_365a8d2e0a21ad1f,#hash_347769c185a82a43,#hash_3b98ce4689a33c1e,#zone_security_checkpoint,#hash_0,#hash_0,#hash_0,#hash_0
2,#hash_27897abffa9137fc,#hash_6269ed7516f26270,#hash_44bfe0ecd80c6d8,#hash_0,#hash_27897abffa9137fc,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
3,#hash_274a2240f4d02a25,#hash_6269ee7516f26423,#hash_68f57be57b8709f5,#hash_0,#hash_69bf786a279d4ca6,#zone_culdesac_green,#zone_culdesac_yellow,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
4,#piss_around,#hash_6269f37516f26ca2,#hash_415e5f11a4e4cf72,#hash_0,#restrict_loadout,#hash_7416cabf26f52c5f,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
5,#duck,#hash_6269f47516f26e55,#hash_47b85b5f86fbeff,#hash_0,#hash_64d77357e69aee75,#crouch,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
6,#hash_1bf6a8bba7cc5262,#hash_6269f17516f2693c,#hash_2dc36277fb350dc4,#hash_0,#hash_64d77357e69aee75,#prone,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
7,#hash_5b7eb1b99836faa2,#hash_6269f27516f26aef,#hash_c35f5d2925fdda1,#hash_0,#flag_check,#hash_40856b65dff0f6eb,#hash_473eac95e36e4ab6,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
8,#population_control,#hash_6269f77516f2736e,#hash_f1198f8984cdf5e,#hash_0,#population_control,#33,#66,#99,#99,#hash_21228d40f4860929,#hash_0,#hash_0,#hash_0
9,#hash_2a5fb4f6bae2e180,#hash_6269f87516f27521,#hash_3661a8e8a8a5365b,#hash_0,#flag_check,#hash_2a5fb4f6bae2e180,#hash_6b8356cd47c953f3,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
10,#block_party,#hash_626d757516f57f5f,#hash_3852e5ce7f95a8f1,#hash_0,#defend_area,#hash_523319dddf00e183,#hash_75b783e73aebbac1,#hash_2a017f92951267d2,#zone_culdesac_green,#zone_culdesac_yellow,#zone_street_mid,#zone_street_start,#hash_0
10,#shield_kills,#hash_0,#hash_0,#hash_0,#hash_53a5a75770adb550,#15,#10,#8,#8,#hash_2b4e93e32a29b66b,#hash_6024dc2e4acee945,#hash_603fdd2e4ae5b2b0,#hash_0
10,#hash_0,#hash_0,#hash_0,#hash_0,#give_reward,#hash_20e770cec441c9f2,#hash_3ad6fd4b554f42a0,#uie_trial_medal_bronze,#hash_6aedbad63da100db,#hash_0,#hash_0,#hash_0,#hash_0
11,#hash_4618bdd6ab5de60c,#hash_626d747516f57dac,#hash_75f98ebcf669654,#hash_0,#upgrade_multiple,#1,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
12,#hash_f8903260c5d2a1,#hash_626d777516f582c5,#hash_5c29c4800541018f,#hash_0,#special_enemy,#nova_crawler,#60,#200,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
