0,#zm_office_default,#,#,#,#,#,#,#,#,#,#,#,#
1,#hash_16b7297cc3c2f51b,#hash_752c245c6c09baba,#hash_64f8fb4f2cfa3d8a,#,#hash_250115340b2e27a5,#,#,#,#,#,#,#,#
2,#slippery,#hash_752c225c6c09b754,#hash_28d56dd1d7b2bb1c,#,#hash_64d77357e69aee75,#slide,#,#,#,#,#,#,#
3,#hash_6be867fa455d922c,#hash_752c235c6c09b907,#hash_368cabad6d5a6a99,#,#shoot_from_location,#,#,#,#,#,#,#,#
4,#hash_7f392ecd90237687,#hash_752c215c6c09b5a1,#hash_5b58f54598d827db,#,#restrict_loadout,#burst_pistol,#,#,#,#,#,#,#
5,#turret_mode,#hash_752c205c6c09b3ee,#hash_3408e555887fd0de,#,#hash_32cdfeca4a793d78,#,#,#,#,#,#,#,#
6,#power_trip,#hash_752c1f5c6c09b23b,#hash_11e84dbaee12f12d,#,#turn_on_power,#,#,#,#,#,#,#,#
7,#hash_3afeb13872e7f37,#hash_752c1e5c6c09b088,#hash_3208f3e9ab5ee990,#,#sprinters_only,#,#,#,#,#,#,#,#
8,#hash_622eeb62bcd3b0bd,#hash_752c1d5c6c09aed5,#hash_2972d212e8a2b07f,#,#hash_6e4fd4c82cd73524,#10,#,#,#,#,#,#,#
9,#brittle,#hash_752c1c5c6c09ad22,#hash_6655ab6e9517c0f2,#,#limited_hits,#3,#2,#,#,#,#,#,#
10,#hash_53d40f9130bcc1c0,#hash_23bc530b9487f87e,#hash_1c6b3ac49cbd0fce,#,#defend_area,#s_destination_server_room,#hash_519bb7412e82974a,#hash_633a104c09561ce9,#war_room_server_room,#,#,#,#
10,#,#,#,#,#give_reward,#hash_20e770cec441c9f2,#hash_3ad6fd4b554f42a0,#uie_trial_medal_bronze,#hash_29263107e5304d26,#,#,#,#
11,#gas_attacks,#hash_23bc540b9487fa31,#hash_4b47c0453bea448b,#,#hash_63788b93aa1642c1,#,#,#,#,#,#,#,#
11,#,#,#,#,#add_special,#nova_crawler,#15,#25,#25,#35,#,#,#
12,#hash_7a955cf3490ca2c1,#hash_23bc510b9487f518,#hash_454f0740bcbad400,#,#hash_3a3072e83c70889c,#10,#,#,#,#,#,#,#
13,#hash_163e6f655a12172a,#hash_23bc520b9487f6cb,#hash_521f545be597e1dd,#,#magicbox_hunt,#6,#,#,#,#,#,#,#
14,#no_gen,#hash_23bc570b9487ff4a,#hash_7c257fd95d0f18fa,#,#disable_regen,#,#,#,#,#,#,#,#
15,#hash_3cde2dfbce26fda1,#hash_23bc580b948800fd,#hash_6e7a39a94051d947,#,#defend_area,#s_destination_porcine_research_lab,#hash_15b31b52b86572f3,#hash_6136fe29fcebcc80,#labs_zone2,#,#,#,#
16,#hash_875163a4ea6b687,#hash_23bc550b9487fbe4,#hash_4454479f9a5e2f4c,#,#restrict_loadout,#burst_pistol,#,#,#,#,#,#,#
17,#hash_7befa429ffeff85a,#hash_23bc560b9487fd97,#hash_7ac7f8c163dc6d89,#,#wallbuy_count,#5,#,#,#,#,#,#,#
18,#hash_7485f0af2592df2f,#hash_23bc4b0b9487eae6,#hash_473dacfacca48116,#,#hash_2f8add191c45a722,#55,#55,#55,#55,#1,#,#,#
18,#,#,#,#,#timed_round,#hash_331d2ad5041b1875,#15,#355,#,#,#,#,#
19,#hash_225d41656994b59b,#hash_23bc4c0b9487ec99,#hash_70da6c04bd088333,#,#teleporter_timeout,#20,#hash_179c543e595aae6,#,#,#,#,#,#
20,#hash_504c050128ed80ec,#hash_23b94d0b9485b875,#hash_3322cee3cd1eaf5f,#,#defend_area,#hash_14f85fde08fe6d15,#hash_6ce881e03dd2fcb,#hash_4c3a9215bdb384b8,#conference_level2,#,#,#,#
20,#,#,#,#,#give_reward,#hash_20e46acec43f89e9,#hash_46044d0ce4567ceb,#uie_trial_medal_silver,#hash_1bcba17070395533,#,#,#,#
21,#hash_74c78be2d28a868c,#hash_23b94c0b9485b6c2,#hash_6f1912fbe9dfe352,#,#random_teleport,#12,#25,#,#,#,#,#,#
21,#,#,#,#,#timeout,#hash_331d2ad5041b1875,#hash_18e6af022b23277c,#15,#360,#360,#360,#360,#
22,#hash_bab56b2193627ac,#hash_23b94b0b9485b50f,#hash_6ac1cbe3ee259a81,#,#hash_b7f913776f85df2,#5,#,#,#,#,#,#,#
23,#cqz,#hash_23b94a0b9485b35c,#hash_581816623d4cf8a4,#,#close_quarters,#,#,#,#,#,#,#,#
24,#double_damage,#hash_23b9490b9485b1a9,#hash_35809bbdfb9330a3,#,#double_damage,#,#,#,#,#,#,#,#
25,#conference_call,#hash_23b9480b9485aff6,#hash_fcacde729e8f906,#,#defend_area,#s_destination_conference_room,#hash_40460fc034480e42,#hash_6ec3bd3ccccffd81,#conference_level1,#hallway_level1,#,#,#
26,#hash_44b1177e76b4a4e1,#hash_23b9470b9485ae43,#hash_402b2fd4a880c8d5,#,#timeout,#hash_6e1d873c28de9fc2,#hash_644ab7ffec4f69b0,#15,#120,#240,#240,#240,#
27,#hash_10bf891caf30e842,#hash_23b9460b9485ac90,#hash_a64dc7b49e4e8b8,#,#restrict_loadout,#burst_pistol,#,#,#,#,#,#,#
28,#out_of_order,#hash_23b9550b9485c60d,#hash_3b86b85e0bb6f737,#,#disable_teleporters_elevators,#,#,#,#,#,#,#,#
29,#hash_5982925beeb7b2fe,#hash_23b9540b9485c45a,#hash_73105a864c05ceea,#,#hash_c2ef6223096d3ca,#,#,#,#,#,#,#,#
30,#hash_c1f5cbe9648e8f5,#hash_23b5c70b94829eec,#hash_56df244e4d364594,#,#defend_area,#s_destination_groom_lake,#hash_e74ddeb9095e2d0,#hash_70ca1fa46afdf8f3,#cage,#cage_upper,#,#,#
30,#,#,#,#,#give_reward,#fastest_time_to_complete_round_30,#hash_f60cd1936dfe2ae,#uie_trial_medal_gold,#hash_f0062be10452ec0,#hash_200feebda8bd7fdc,#1,#,#
