0,#zm_zodt8_variant_1,#,#,#,#,#,#,#,#,#,#,#,#
1,#hash_66b1f7746ab04d59,#hash_36dd348e1d001463,#hash_11889275d187d335,#,#hash_293a2fd65ffe0222,#,#,#,#,#,#,#,#
1,#,#,#,#,#sprinters_only,#,#,#,#,#,#,#,#
2,#hash_599abb241febef37,#hash_45cb73ced891c9ca,#hash_1d8bf96eb831687a,#,#restrict_loadout,#equipment,#,#,#,#,#,#,#
2,#,#,#,#,#sprinters_only,#,#,#,#,#,#,#,#
3,#hash_791ecd1f5cb795f2,#hash_1dc524ac624a1ab1,#hash_4d5216db6f1d60b,#,#restrict_loadout,#melee,#,#,#,#,#,#,#
3,#,#,#,#,#hash_293a2fd65ffe0222,#,#,#,#,#,#,#,#
4,#perk_up,#hash_558f1b6c18e268a8,#hash_7658eaa76903af0,#,#acquire_perks,#1,#,#,#,#,#,#,#
4,#,#,#,#,#super_sprinters_only,#,#,#,#,#,#,#,#
5,#hash_7f15d766b477f5f6,#hash_62883f895b889bbf,#hash_6ead493757653891,#,#restrict_loadout,#leveraction,#,#,#,#,#,#,#
5,#,#,#,#,#hash_4043192ca121b4d4,#,#50,#,#,#,#,#,#
5,#,#,#,#,#disable_regen,#,#,#,#,#,#,#,#
6,#hash_6d5aa43b136466b7,#hash_37bf874d1c086636,#hash_6f01423f46111946,#,#turn_on_power,#,#,#,#,#,#,#,#
6,#,#,#,#,#timeout,#hash_6e1d873c28de9fc2,#hash_644ab7ffec4f69b0,#10,#90,#120,#180,#180,#
7,#shielded,#hash_226b2946aba0ee8d,#hash_1b0ecbf1397ca0b7,#,#acquire_weapon,#zhield_dw,#,#,#,#,#,#,#
7,#,#,#,#,#double_damage,#,#,#,#,#,#,#,#
7,#,#,#,#,#sprinters_only,#,#,#,#,#,#,#,#
8,#hash_7a43119752d7dd0c,#hash_6125190ec3d58d24,#hash_5bee0d394b63ef8c,#,#disable_buys,#,#,#,#,#,#,#,#
8,#,#,#,#,#hash_2fc73bc20035fe8,#50,#,#,#,#,#,#,#
9,#hash_35d120f924cb53f8,#hash_1879c4efe154b7db,#hash_3847f14b6f3e878d,#,#use_magicbox,#2,#,#,#,#,#,#,#
9,#,#,#,#,#random_teleport,#15,#30,#,#,#,#,#,#
10,#waterlogged,#hash_5d1d7585c39b1b15,#hash_14e32bf4f4789fbf,#,#friendly_fire,#,#,#,#,#,#,#,#
10,#,#,#,#,#defend_area,#hash_6e21d05e4d40b57a,#hash_5e2686030984da5d,#hash_3a6ddc441fd92406,#zone_cargo,#,#,#,#
10,#,#,#,#,#hash_6c768f3c15d55377,#perk_drunk,#,#,#,#,#,#,#
10,#,#,#,#,#give_reward,#hash_20e770cec441c9f2,#hash_59f3691e270c0200,#hash_40772c55aaa62bd0,#hash_2f238d964d0b6267,#,#,#,#
11,#door_man,#hash_7e639eaeecc873fe,#hash_230598ae0d4fd24e,#,#open_all_doors,#60,#,#,#,#,#,#,#
12,#hash_333e010416be3359,#hash_2823448d77d3b887,#hash_2673809df8c33919,#,#crawlers_only,#,#,#,#,#,#,#,#
12,#,#,#,#,#sprinters_only,#,#,#,#,#,#,#,#
12,#,#,#,#,#hash_64d77357e69aee75,#prone,#,#,#,#,#,#,#
13,#hash_4618bdd6ab5de60c,#hash_2110391e7e7586d0,#hash_7ee2f55273bf91f8,#,#acquire_weapon,#hash_74285cd06483f6da,#,#,#,#,#,#,#
13,#,#,#,#,#hash_5124770c13a75bab,#points,#50,#,#,#,#,#,#
14,#hash_6b75bd60f14aebae,#hash_241f9cad1edf2fb9,#hash_5585afd07d9abe93,#,#disable_perks,#,#,#,#,#,#,#,#
