0,#zm_zodt8_default,7#,7#,7#,#,#,#,#,#,#,#,#,#
1,#hash_66b1f7746ab04d59,7#hash_119bdde1710dc466,7#hash_46fe9a801ef69d96,7#,#hash_293a2fd65ffe0222,#,#,#,#,#,#,#,#
2,#well_equipped,7#hash_199732731436b162,7#hash_691b5a35cfba3932,7#,#restrict_loadout,#equipment,#,#,#,#,#,#,#
3,#hash_791ecd1f5cb795f2,7#hash_5c76925ded13c931,7#hash_7b3e7fff3eb1518b,7#,#restrict_loadout,#melee,#,#,#,#,#,#,#
4,#perk_up,7#hash_c61cf2ae23078aa,7#hash_4d68414a46887b9a,7#,#acquire_perks,#1,#,#,#,#,#,#,#
5,#hash_7f15d766b477f5f6,7#hash_1f3d54e3094c41b3,7#hash_4997f016709a8da5,7#,#restrict_loadout,#leveraction,#,#,#,#,#,#,#
6,#hash_6d5aa43b136466b7,7#hash_3453caca2c7cb342,7#hash_fc26d1f5e7088d2,7#,#turn_on_power,#,#,#,#,#,#,#,#
7,#shielded,7#hash_17d3c3f9575deaa,7#hash_7deef3bed09aed9a,7#,#acquire_weapon,#zhield_dw,#,#,#,#,#,#,#
8,#hash_7a43119752d7dd0c,7#hash_72a7a460bdbda231,7#hash_25b78edb3b3a3c8b,7#,#disable_buys,#,#,#,#,#,#,#,#
9,#hash_35d120f924cb53f8,7#hash_5fbf13d5ccc98455,7#hash_24d2728523b940ff,7#,#use_magicbox,#,#,#,#,#,#,#,#
10,#waterlogged,7#hash_4a00b80b5b20750f,7#hash_200e348b0f7dda81,7#,#defend_area,#hash_6e21d05e4d40b57a,#hash_5e2686030984da5d,#hash_3a6ddc441fd92406,#zone_cargo,#,#,#,#
10,#,7#,7#,7#,#give_reward,#hash_20e770cec441c9f2,#hash_3ad6fd4b554f42a0,#uie_trial_medal_bronze,#hash_1c45a8ee71e29e37,#,#,#,#
11,#door_man,7#hash_41e2d45ff981b861,7#hash_7d1b03ad6384569b,7#,#open_all_doors,#,#,#,#,#,#,#,#
12,#hash_333e010416be3359,7#hash_77510fc3b57dfc3c,7#hash_639cda5e730ce6c4,7#,#crawlers_only,#,#,#,#,#,#,#,#
13,#hash_4618bdd6ab5de60c,7#hash_451de199d58935a7,7#hash_2e4549430ea679,7#,#acquire_weapon,#hash_74285cd06483f6da,#,#,#,#,#,#,#
14,#hash_6b75bd60f14aebae,7#hash_3a233516593fd295,7#hash_7ada554327a6963f,7#,#disable_perks,#,#,#,#,#,#,#,#
15,#pooped,7#hash_5e99cc741374c029,7#hash_2c0a78900786cc23,7#,#defend_area,#hash_700c6fa6449bec58,#hash_2ea09148e2b8bef7,#hash_5898b81572f90c84,#zone_poop_deck,#zone_poop_deck_lower,#,#,#
16,#lever_again,7#hash_577f7abf54bffa41,7#hash_658a515f5fd68a3b,7#,#restrict_loadout,#leveraction,#,#,#,#,#,#,#
17,#head_games,7#hash_d8587a2c5faa894,7#hash_4376060118cb805c,7#,#headshots_only,#,#,#,#,#,#,#,#
18,#powerless,7#hash_5a3c5fa6f020b2da,7#hash_3f1eb7ccf9310a6a,7#,#no_powerups,#,#,#,#,#,#,#,#
19,#hash_688cadd3926481fb,7#hash_4bf6456b18e1b62c,7#hash_4683f9564ca56fd4,7#,#damage_drains_points,#10,#,#,#,#,#,#,#
20,#hash_3d5b9b6a34582b5d,7#hash_39842b06a0dc6162,7#hash_4020c1931ead4932,7#,#defend_area,#hash_785790caa9c4050e,#hash_4101f1034b6bb306,#hash_60cb7078f7d454a5,#zone_engine,#zone_upper_engine_room,#,#,#
20,#,7#,7#,7#,#special_enemy,#stoker,#10,#15,#hash_64096a5a5d944158,#,#,#,#
20,#,7#,7#,7#,#give_reward,#hash_20e46acec43f89e9,#hash_46044d0ce4567ceb,#uie_trial_medal_silver,#hash_29bf8d4ddf84dd24,#,#,#,#
21,#hash_137949e8443fd071,7#hash_219e7ad143cf63fe,7#hash_62f99052a45ea24e,7#,#acquire_weapon,#hero_lv3_weapon,#,#,#,#,#,#,#
22,#cat_fight,7#hash_5d57c1b00ade3faf,7#hash_ac8a7d80b4fc961,7#,#hash_3746f3c279f7a5ea,#10,#15,#20,#25,#,#,#,#
23,#press_start,7#hash_646426849b6198fe,7#hash_259954ef66db214e,7#,#reset_loadout,#,#,#,#,#,#,#,#
24,#unhealthy,7#hash_5abfb2fbd14a842,7#hash_d0635cacfa647d2,7#,#hash_250115340b2e27a5,#,#,#,#,#,#,#,#
