loot_ui_icon_callingcards_future_racers_01,1545156000,1545242400,100
loot_tags_geomedals_01,1545242400,1545328800,100
loot_ui_icon_callingcards_safari_hunter_01,1545328800,1545415200,100
loot_tags_geomedals_07,1545415200,1545501600,100
loot_ui_icon_callingcards_future_racers_02,1545501600,1545588000,100
loot_tags_geomedals_03,1545588000,1545674400,100
loot_ui_icon_callingcards_safari_hunter_02,1545674400,1545760800,100
loot_tags_geomedals_02,1545760800,1545847200,100
loot_ui_icon_callingcards_future_racers_03,1545847200,1545933600,100
loot_tags_geomedals_06,1545933600,1546020000,100
loot_ui_icon_callingcards_safari_hunter_03,1546020000,1546106400,100
loot_ui_icon_callingcards_future_racers_04,1546106400,1546192800,100
loot_ui_icon_callingcards_safari_hunter_04,1546192800,1546279200,100
loot_ui_icon_callingcards_future_racers_05,1546279200,1546365600,100
loot_ui_icon_callingcards_safari_hunter_05,1546365600,1546452000,100
loot_ui_icon_callingcards_future_racers_06,1546452000,1546538400,100
loot_ui_icon_callingcards_safari_hunter_06,1546538400,1546624800,100
loot_ui_icon_callingcards_future_racers_01,1546624799,1546711199,100
loot_tags_geomedals_01,1546711199,1546797599,100
loot_ui_icon_callingcards_safari_hunter_01,1546797599,1546883999,100
loot_tags_geomedals_07,1546883999,1546970399,100
loot_ui_icon_callingcards_future_racers_02,1546970399,1547056799,100
loot_tags_geomedals_03,1547056799,1547143199,100
loot_ui_icon_callingcards_safari_hunter_02,1547143199,1547229599,100
loot_tags_geomedals_02,1547229599,1547315999,100
loot_ui_icon_callingcards_future_racers_03,1547315999,1547402399,100
loot_tags_geomedals_06,1547402399,1547488799,100
loot_ui_icon_callingcards_safari_hunter_03,1547488799,1547575199,100
loot_ui_icon_callingcards_future_racers_04,1547575199,1547661599,100
loot_ui_icon_callingcards_safari_hunter_04,1547661599,1547747999,100
loot_ui_icon_callingcards_future_racers_05,1547747999,1547834399,100
loot_ui_icon_callingcards_safari_hunter_05,1547834399,1547920799,100
loot_ui_icon_callingcards_future_racers_06,1547920799,1548007199,100
loot_ui_icon_callingcards_safari_hunter_06,1548007199,1548093599,100
loot_ui_icon_callingcards_future_racers_01,1548093599,1548179999,100
loot_tags_geomedals_01,1548179999,1548266399,100
loot_ui_icon_callingcards_safari_hunter_01,1548266399,1548352799,100
loot_tags_geomedals_07,1548352799,1548439199,100
loot_ui_icon_callingcards_future_racers_02,1548439199,1548525599,100
loot_tags_geomedals_03,1548525599,1548611999,100
loot_ui_icon_callingcards_safari_hunter_02,1548611999,1548698399,100
loot_tags_geomedals_02,1548698399,1548784799,100
loot_ui_icon_callingcards_future_racers_03,1548784799,1548871199,100
loot_tags_geomedals_06,1548871199,1548957599,100
loot_ui_icon_callingcards_safari_hunter_03,1548957599,1549043999,100
loot_ui_icon_callingcards_future_racers_04,1549043999,1549130399,100
loot_ui_icon_callingcards_safari_hunter_04,1549130399,1549216799,100
loot_ui_icon_callingcards_future_racers_05,1549216799,1549303199,100
loot_ui_icon_callingcards_safari_hunter_05,1549303199,1549389599,100
loot_ui_icon_callingcards_future_racers_06,1549389599,1549475999,100
loot_ui_icon_callingcards_safari_hunter_06,1549475999,1549562399,100
loot_ui_icon_callingcards_future_racers_01,1549562399,1549648799,100
loot_tags_geomedals_01,1549648799,1549735199,100
loot_ui_icon_callingcards_safari_hunter_01,1549735199,1549821599,100
loot_tags_geomedals_07,1549821599,1549907999,100
loot_ui_icon_callingcards_future_racers_02,1549907999,1549994399,100
loot_tags_geomedals_03,1549994399,1550080799,100
loot_ui_icon_callingcards_safari_hunter_02,1550080799,1550167199,100
loot_tags_geomedals_02,1550167199,1550253599,100
loot_ui_icon_callingcards_future_racers_03,1550253599,1550339999,100
loot_tags_geomedals_06,1550339999,1550426399,100
loot_ui_icon_callingcards_safari_hunter_03,1550426399,1550512799,100
loot_ui_icon_callingcards_future_racers_04,1550512799,1550599199,100
loot_ui_icon_callingcards_safari_hunter_04,1550599199,1550685599,100
loot_ui_icon_callingcards_future_racers_05,1550685599,1550771999,100
loot_ui_icon_callingcards_safari_hunter_05,1550771999,1550858399,100
loot_ui_icon_callingcards_future_racers_06,1550858399,1550944799,100
loot_ui_icon_callingcards_safari_hunter_06,1550944799,1551031199,100
loot_ui_icon_callingcards_future_racers_01,1551031199,1551117599,100
loot_tags_geomedals_01,1551117599,1551203999,100
