1,312445865,#hash_12f6abf6e76b5d8c,#palette,#legendary,0,#,#,#,,#hash_17c8471ad085983b,#hash_7c9ada3eb8d34683,#hash_5bc10e971d2861c
2,0,#contraband,#,#,0,#,#,#,,#,#,#
3,384851241,#hash_1a3e63cfe3ab0e5c,#decal,#legendary,0,#,#,#,,#hash_17c8471ad085983b,#hash_7c9ada3eb8d34683,#hash_5bc10e971d2861c
4,0,#contraband,#,#,0,#,#,#,,#,#,#
5,315582749,#hash_6c2bb8a2dec25277,#tag,#common,0,#,#,#,,#hash_17c8471ad085983b,#hash_7c9ada3eb8d34683,#
6,0,#contraband,#,#,0,#,#,#,,#,#,#
7,376391999,#loot_ui_icon_callingcards_muertos_firebreak,#calling_card,#rare,0,#,#,#,,#,#,#
8,0,#contraband,#,#,0,#,#,#,,#,#,#
9,370647682,#hash_2c21c9df2559927b,#war_paint,#legendary,0,#,#,#,,#hash_17c8471ad085983b,#hash_7c9ada3eb8d34683,#hash_5bc10e971d2861c
10,326942995,#hash_3c1aeb02f664c10c,#gesture,#legendary,0,#,#,#,,#hash_17c8471ad085983b,#hash_7c9ada3eb8d34683,#
