1,354951922,#hash_113e7f18cfdeb33e,#palette,#legendary,0,#hash_0,#hash_0,#hash_0,,#hash_25d901b2845affb5,#hash_3da10bfc41563ead,#hash_910c5b0c256aeba
2,0,#contraband,#hash_0,#hash_0,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
3,300311928,#hash_4ce4f9863ed5058e,#decal,#legendary,0,#hash_0,#hash_0,#hash_0,,#hash_25d901b2845affb5,#hash_3da10bfc41563ead,#hash_910c5b0c256aeba
4,0,#contraband,#hash_0,#hash_0,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
5,367661798,#hash_4da228d69004f6b1,#tag,#common,0,#hash_0,#hash_0,#hash_0,,#hash_25d901b2845affb5,#hash_3da10bfc41563ead,#hash_0
6,0,#contraband,#hash_0,#hash_0,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
7,347461638,#loot_ui_icon_callingcards_muertos_battery,#calling_card,#rare,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
8,0,#contraband,#hash_0,#hash_0,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
9,387831116,#hash_39d90ea76c67cff5,#war_paint,#legendary,0,#hash_0,#hash_0,#hash_0,,#hash_25d901b2845affb5,#hash_3da10bfc41563ead,#hash_910c5b0c256aeba
10,338175171,#hash_78720cce5e4563e7,#gesture,#legendary,0,#hash_0,#hash_0,#hash_0,,#hash_25d901b2845affb5,#hash_3da10bfc41563ead,#hash_0
