1,138759219,#hash_5f7ea78167445748,#tag,#common,0,#hash_40708545c8d73fdf,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
2,171985657,#ui_icon_sticker_default_06,#sticker,#common,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
3,140311028,#ui_icon_callingcards_loot_cowboysandmonsters_card1,#calling_card,#rare,0,#hash_7c399278ea424b7a,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
4,159754996,#hash_7ad3c267a0d86027,#tag,#common,0,#hash_0,,#hash_0,#hash_0,#hash_35abb557417d97bc,#hash_7f2b1477d27b7434,#hash_0
5,181704187,#hash_15dcf381051fb6aa,#gesture,#legendary,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
6,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
7,150356255,#loot_ui_icon_stickers_monsterjunkfood_2_large,#sticker,#common,0,#hash_39987ff5d0cb771f,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
8,130200016,#hash_7071c756e8ce2a5a,#gesture,#rare,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
9,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
10,190769560,#hash_7acbec8d176d9790,#hash_3c398d8e22a2269b,#legendary,1,#hash_0,,#hash_0,#hash_0,#hash_35abb557417d97bc,#hash_7f2b1477d27b7434,#hash_0
11,143372997,#hash_5f7eaa8167445c61,#tag,#common,0,#hash_40708545c8d73fdf,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
12,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
13,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
14,114370941,#loot_ui_icon_stickers_monsterjunkfood_3_large,#sticker,#common,0,#hash_39987ff5d0cb771f,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
15,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
16,183451108,#hash_61bc88f336591d1f,#gesture,#legendary,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
17,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
18,147264947,#hash_64e87ee605e99ba0,#tag,#common,0,#hash_0,,#hash_0,#hash_0,#hash_215efce6af8d9a10,#hash_7ccbc6b8805ead08,#hash_0
19,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
20,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
21,157206050,#loot_ui_icon_stickers_monsterjunkfood_1_large,#sticker,#common,0,#hash_39987ff5d0cb771f,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
22,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
23,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
24,164310005,#hash_e9d96c9f5e1bcb3,#hash_3c398d8e22a2269b,#epic,1,#hash_0,,#hash_0,#hash_0,#hash_35abb557417d97bc,#hash_7f2b1477d27b7434,#hash_0
25,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
26,100620437,#ui_icon_sticker_default_08,#sticker,#common,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
27,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
28,138622204,#ui_icon_callingcards_loot_cowboysandmonsters_card2,#calling_card,#rare,0,#hash_7c399278ea424b7a,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
29,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
30,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
31,120062927,#hash_4af16cee5049c3c3,#hash_3c398d8e22a2269b,#legendary,1,#hash_0,,#hash_0,#hash_0,#hash_215efce6af8d9a10,#hash_7ccbc6b8805ead08,#hash_0
32,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
33,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
34,156049852,#loot_ui_icon_stickers_monsterjunkfood_4_large,#sticker,#common,0,#hash_39987ff5d0cb771f,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
35,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
36,148099159,#hash_41583c714d53dbba,#gesture,#rare,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
37,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
38,151011806,#hash_5f7eac8167445fc7,#tag,#common,0,#hash_40708545c8d73fdf,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
39,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
40,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
41,108280563,#loot_ui_icon_stickers_monsterjunkfood_5_large,#sticker,#common,0,#hash_39987ff5d0cb771f,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
42,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
43,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
44,141872509,#hash_2728bffa3ffd7d4,#hash_3c398d8e22a2269b,#epic,1,#hash_0,,#hash_0,#hash_0,#hash_215efce6af8d9a10,#hash_7ccbc6b8805ead08,#hash_0
45,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
46,142721215,#hash_38448776385260ec,#tag,#common,0,#hash_0,,#hash_0,#hash_0,#hash_641d42086962443d,#hash_1b27648f4099da85,#hash_0
47,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
48,161543376,#ui_icon_callingcards_loot_cowboysandmonsters_card3,#calling_card,#rare,0,#hash_7c399278ea424b7a,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
49,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
50,163137382,#loot_lmg_standard_sig_01,#hash_5cc13b0f8eeff726,#ultra,0,#hash_0,core_frontend_lmg_standard,#hash_0,#lmg_standard,#hash_0,#hash_0,#hash_0
51,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
52,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
53,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
54,117079242,#hash_62d50353daffd4c5,#tag,#common,0,#hash_0,,#hash_0,#hash_0,#hash_bac19a8a93f750a,#hash_72c55cc45e7e3472,#hash_0
55,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
56,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
57,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
58,143516130,#hash_5f7eab8167445e14,#tag,#common,0,#hash_40708545c8d73fdf,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
59,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
60,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
61,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
62,158425029,#hash_2b9b429e4b855f84,#hash_3c398d8e22a2269b,#legendary,1,#hash_0,,#hash_0,#hash_0,#hash_bac19a8a93f750a,#hash_72c55cc45e7e3472,#hash_0
63,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
64,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
65,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
66,150420978,#ui_icon_callingcards_loot_cowboysandmonsters_card4,#calling_card,#rare,0,#hash_7c399278ea424b7a,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
67,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
68,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
69,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
70,196719836,#hash_28399c5e82e515e7,#hash_3c398d8e22a2269b,#legendary,1,#hash_0,,#hash_0,#hash_0,#hash_641d42086962443d,#hash_1b27648f4099da85,#hash_0
71,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
72,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
73,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
74,187338529,#hash_51cdab695737f799,#tag,#common,0,#hash_0,,#hash_0,#hash_0,#hash_271546989f2b39c0,#hash_2dafe9ea6a7795f8,#hash_0
75,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
76,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
77,0,#contraband,#hash_0,#hash_0,0,#hash_0,,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
