250722406,#hash_184ed3067369c79a,#character,#ultra,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,6,#hash_0,#hash_0,873367225,873367225,5
220993982,#hash_5dbd4cde410c6b87,#character,#ultra,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,8,#hash_0,#hash_0,851912271,851912271,5
242309782,#hash_45818c024a43e9ca,#character,#ultra,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,4,#hash_0,#hash_0,868343702,868343702,5
256965926,#hash_30ad5c2630cae7cc,#character,#ultra,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,9,#hash_0,#hash_0,822151292,822151292,5
298130735,#hash_6f9bfe1e8ef37f03,#character,#ultra,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,6,#hash_0,#hash_0,895084132,895084132,5
270337117,#hash_6bc51d547dcd0f,#character,#ultra,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,4,#hash_0,#hash_0,813080697,813080697,5
288898707,#hash_6945de493fb630ba,#character,#ultra,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,4,#hash_0,#hash_0,718060907,718060907,5
217143550,#hash_55b8b878a41846eb,#character,#ultra,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,12,#hash_0,#hash_0,828310502,828310502,5
265083307,#hash_65802de7ac08fb4a,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,9,#hash_0,#hash_0,735998932,735998932,5
230143847,#hash_744bd474929b61d9,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,9,#hash_0,#hash_0,796899080,796899080,5
223504050,#hash_175f7e8811cfcf53,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,1,#hash_0,#hash_0,785317519,785317519,5
224576306,#hash_61071a7a549ff1c,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,1,#hash_0,#hash_0,727006325,727006325,5
279858566,#hash_4a75593b9275f0dd,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,1,#hash_0,#hash_0,725985911,725985911,5
297293232,#hash_5adde89041aa45a2,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,1,#hash_0,#hash_0,770770680,770770680,5
256779248,#hash_2015c8cb441214de,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,1,#hash_0,#hash_0,839586153,839586153,5
280336791,#hash_204a5805ee0eb4e1,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,6,#hash_0,#hash_0,850653650,850653650,5
263328926,#hash_4f2a35fabe259c0e,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,8,#hash_0,#hash_0,834244380,834244380,5
286380429,#hash_44b1b1ad3233dca4,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,8,#hash_0,#hash_0,753352831,753352831,5
205249929,#hash_c84f9b2ccbcb805,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,11,#hash_0,#hash_0,706756640,706756640,5
293326316,#hash_51621610d162233,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,11,#hash_0,#hash_0,718928444,718928444,5
270142811,#hash_2394e6538d2d606a,#gesture,#legendary,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,12,#hash_0,#hash_0,847545219,847545219,5
276758191,#hash_555afd8df15c18b7,#gesture,#rare,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,12,#hash_0,#hash_0,805515726,805515726,5
207313314,#hash_79d5b396fdf00bbd,#gesture,#rare,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,12,#hash_0,#hash_0,740712176,740712176,5
