1,334400462,#hash_51b6e90414d6f531,#palette,#legendary,0,#,#,#,,#hash_74a7b1f09eb77129,#hash_daf508d451aed11,#hash_47ecc774978e187b
2,0,#contraband,#,#,0,#,#,#,,#,#,#
3,322740192,#hash_725c4cc8b104ee41,#decal,#legendary,0,#,#,#,,#hash_74a7b1f09eb77129,#hash_daf508d451aed11,#hash_47ecc774978e187b
4,0,#contraband,#,#,0,#,#,#,,#,#,#
5,382838310,#hash_9404be3a55a008e,#tag,#common,0,#,#,#,,#hash_74a7b1f09eb77129,#hash_daf508d451aed11,#
6,0,#contraband,#,#,0,#,#,#,,#,#,#
7,362499674,#loot_ui_icon_callingcards_muertos_bats,#calling_card,#rare,0,#,#,#,,#,#,#
8,0,#contraband,#,#,0,#,#,#,,#,#,#
9,390908793,#hash_4e872d94db4377f2,#war_paint,#legendary,0,#,#,#,,#hash_74a7b1f09eb77129,#hash_daf508d451aed11,#hash_47ecc774978e187b
10,355063652,#hash_2fe4d7acab72f0d6,#gesture,#legendary,0,#,#,#,,#hash_74a7b1f09eb77129,#hash_daf508d451aed11,#
