loot_emote_shared_nay,1545156000,1545501600,300
loot_emote_exotic_shared_spike_football,1545501600,1545760800,500
outfit_global_warpaint_bundle_fern,1545760800,1546106400,200
loot_emote_exotic_shared_stabby_banana,1546106400,1546365600,500
outfit_global_warpaint_bundle_flaming_skull,1546365600,1546711200,500
loot_emote_shared_tai_chi,1546711200,1546970400,500
outfit_marauder_rare4_battery,1546970400,1547316000,500
loot_emote_exotic_shared_magician_hat,1547316000,1547575200,500
outfit_global_warpaint_bundle_rorschach,1547575200,1547834400,500
loot_emote_shared_nay,1547834400,1548180000,300
loot_emote_exotic_shared_spike_football,1548180000,1548525600,500
outfit_global_warpaint_bundle_fern,1548525600,1548784800,200
outfit_global_warpaint_bundle_flaming_skull,1548784800,1549130400,500
loot_emote_shared_tai_chi,1549130400,1549389600,500
loot_emote_shared_nobody_just_saw_that,1549389600,1549735200,500
loot_emote_exotic_shared_spike_football,1549735200,1549994400,500
loot_emote_shared_give_up,1549994400,1550340000,500
loot_emote_exotic_shared_magician_hat,1550340000,1550599200,500
loot_emote_shared_nay,1550599200,1550944800,500
loot_emote_shared_tai_chi,1550944800,1551204000,300
