1,300183118,#hash_18f2273351ef9ff3,#palette,#legendary,0,#hash_0,#hash_0,#hash_0,,#hash_34c5e1c04823489d,#hash_7f7873a4207b0345,#hash_c7666a2023bb358
2,0,#contraband,#hash_0,#hash_0,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
3,348755739,#hash_24029a93baf028e3,#decal,#legendary,0,#hash_0,#hash_0,#hash_0,,#hash_34c5e1c04823489d,#hash_7f7873a4207b0345,#hash_c7666a2023bb358
4,0,#contraband,#hash_0,#hash_0,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
5,324524346,#hash_258d1bbcd1bae512,#tag,#common,0,#hash_0,#hash_0,#hash_0,,#hash_34c5e1c04823489d,#hash_7f7873a4207b0345,#hash_0
6,0,#contraband,#hash_0,#hash_0,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
7,346760475,#loot_ui_icon_callingcards_muertos_torque,#calling_card,#rare,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
8,0,#contraband,#hash_0,#hash_0,0,#hash_0,#hash_0,#hash_0,,#hash_0,#hash_0,#hash_0
9,399226036,#hash_15a3a26e1b8086a6,#war_paint,#legendary,0,#hash_0,#hash_0,#hash_0,,#hash_34c5e1c04823489d,#hash_7f7873a4207b0345,#hash_c7666a2023bb358
10,357866494,#hash_3fa2041461550527,#gesture,#legendary,0,#hash_0,#hash_0,#hash_0,,#hash_34c5e1c04823489d,#hash_7f7873a4207b0345,#hash_0
