1,500163,#case,#case,#invalid,0,#,#,#,,#,#,#
2,0,#,#,#,0,#,#,#,,#,#,#
3,500163,#case,#case,#invalid,0,#,#,#,,#,#,#
4,0,#,#,#,0,#,#,#,,#,#,#
5,500163,#case,#case,#invalid,0,#,#,#,,#,#,#
6,0,#,#,#,0,#,#,#,,#,#,#
7,500163,#case,#case,#invalid,0,#,#,#,,#,#,#
8,0,#,#,#,0,#,#,#,,#,#,#
9,500163,#case,#case,#invalid,0,#,#,#,,#,#,#
10,0,#,#,#,0,#,#,#,,#,#,#
11,500163,#case,#case,#invalid,0,#,#,#,,#,#,#
12,0,#,#,#,0,#,#,#,,#,#,#
13,500163,#case,#case,#invalid,0,#,#,#,,#,#,#
14,0,#,#,#,0,#,#,#,,#,#,#
15,672867095,#functional_dlc_bribe,#bribe,#invalid,0,#,#,#,,#,#,#
