10001,#hash_317a8b8df3aa8838,#combat,15,0,1,7#hash_534f6d4402126d63,7#hash_61911c5777a3e35,1,u9?0
10002,#hash_369e3fd5caa5145b,#equipment,5,0,1,7#hash_2dba0f331172b1b5,7#hash_1f23be9fb6be259f,1,u9?0
10003,#hash_1005918e22a7865b,#combat,50,0,1,7#contract/ar_kills,7#hash_3e0049cd3f89a78b,1,u9?0
10004,#hash_2173bc0bfcbdf90f,#combat,50,0,1,7#contract/smg_kills,7#hash_64543c7325aef40d,1,u9?0
10005,#hash_151c8e7a35e1e380,#combat,50,0,1,7#contract/lmg_kills,7#hash_51f37a6c26639e8e,1,u9?0
10006,#hash_1a4fe101c7aab2d,#combat,50,0,1,7#hash_7e03963e29bfac7f,7#hash_f549ac599bfd151,1,u9?0
10007,#hash_21762ab1513fddf,#combat,25,0,1,7#contract/sniper_kills,7#hash_551d59e9238f33,1,u9?0
10008,#hash_5262d5b92e0fdc2,#combat,40,0,1,7#contract/shotgun_kills,7#hash_5ee9d6abbd6f1788,1,u9?0
10009,#hash_250c2d8ef2261723,#combat,40,0,1,7#contract/pistol_kills,7#hash_20d4c08212e316ff,1,u9?0
10010,#hash_3ffc3d28289d21bb,#equipment,5,0,1,7#hash_263d212048a01bfa,7#hash_4ef6f5bcd0444ca,1,u9?0
10011,#contract_mp_headshot,#combat,10,1,1,7#contract/headshots,7#hash_4dfa29d9b6ff5d39,1,u9?0
10012,#hash_4c15367eed618401,#combat,5,1,1,7#hash_1f2bf553bbc79fcc,7#hash_1b09fcd9ef1f3234,1,u9?0
10013,#hash_172456fa969d6c82,#equipment,5,0,1,7#hash_605752ea765651a9,7#hash_40d983f1118110a3,1,u9?0
10014,#hash_6696408f54c6ada7,#equipment,1,1,1,7#hash_62dbe11680b4eef1,7#hash_13cd7d195e7d924b,1,u9?0
10015,#contract_mp_molotov_kill,#equipment,5,0,1,7#contract/molotov_kill,7#hash_f2d6eb9f5851c95,1,u9?0
10016,#hash_4a7d49c14e026e91,#equipment,1,1,1,7#hash_5befe7797bce6583,7#hash_6ea2fe9a01a3f715,1,u9?0
10017,#contract_mp_bankshot,#combat,1,1,1,7#contract/bankshot,7#hash_9cdd0f69c683802,1,u9?0
10018,#contract_mp_longshot,#combat,5,0,1,7#contract/longshot,7#hash_7d1a7f09afc4ec2a,1,u9?0
10019,#contract_mp_shutdown,#combat,1,1,1,7#contract/shutdown,7#hash_30e2c6375fde357e,1,u9?0
10020,#hash_47f2f8fa5afb9d01,#combat,20,0,1,7#hash_2282d622d302889f,7#hash_687173fbbb7bb631,1,u9?0
10021,#contract_mp_quad_feed,#combat,1,1,1,7#hash_278b3ee1c2e57db8,7#hash_78ad77317700efe0,1,u9?0
10022,#contract_mp_pickup_weapon_kills,#combat,20,0,1,7#contract/pickup_weapon_kills,7#hash_16ea84d340b412d9,1,u9?0
10023,#contract_mp_hotswap_multikill,#combat,1,1,1,7#hash_33980b071901ecf,7#hash_59aa227403cf2741,1,u9?0
10024,#contract_mp_attachments3_primary_ekia,#combat,50,0,1,7#contract/attachments3_primary_ekia,7#hash_ce61d584669f60f,1,u9?0
10025,#hash_d18e3651f508489,#combat,50,0,1,7#hash_4180961353c85f0f,7#hash_6d5a7ba8f5515881,1,u9?0
10026,#hash_264228bd931f8deb,#combat,40,0,1,7#hash_32fe051f51155d11,7#hash_10fee2023ccc2b,1,u9?0
10027,#hash_469703d9a67cf0dd,#combat,40,0,1,7#hash_4953dbaa91647587,7#hash_719c8f681cfe5019,1,u9?0
10028,#contract_mp_overkill,#combat,10,0,1,7#contract/overkill,7#hash_3ecf208d7e623fca,1,u9?0
10029,#contract_mp_class_5_perks,#combat,50,0,1,7#contract/class_5_perks,7#hash_5f2db65acb259906,1,u9?0
10030,#contract_mp_class_gluttony,#combat,50,0,1,7#contract/class_gluttony,7#hash_75e430c621f6966d,1,u9?0
10031,#contract_mp_dart_kills,#scorestreak,5,0,1,7#contract/dart_kills,7#hash_5050a37645136005,1,u9?0
10032,#contract_mp_gunship_kills,#scorestreak,5,1,1,7#contract/gunship_kills,7#hash_329f75174529c9f2,1,u9?0
10033,#contract_mp_rcxd_kills,#scorestreak,5,0,1,7#contract/rcxd_kills,7#hash_106370fbfe90d3f3,1,u9?0
10034,#contract_mp_lightning_strike,#scorestreak,5,1,1,7#contract/lightning_strike,7#hash_42956ebee80ec613,1,u9?0
10035,#contract_mp_hellstorm_kills,#scorestreak,5,1,1,7#contract/hellstorm_kills,7#hash_1ee01aedbcba2242,1,u9?0
10036,#contract_mp_mantis_kills,#scorestreak,5,1,1,7#contract/mantis_kills,7#hash_14af2b6fdd622702,1,u9?0
10037,#hash_45b74ebf1ab2fd47,#combat,1,1,1,7#hash_220a0fc6f05d0d45,7#hash_63006ec03524910f,1,u9?0
10038,#hash_ca75e54eb5e5ef8,#combat,1,1,1,7#hash_4c9c3ba74277a176,7#hash_413d68b6a2f85d86,1,u9?0
10039,#contract_mp_merciless,#combat,1,1,1,7#contract/merciless,7#hash_5f900862631673bb,1,u9?0
10040,#contract_mp_objective_capture,#objective,10,0,1,7#hash_112b6434206e526a,7#hash_7e7f8875e494845a,1,u9?0
10041,#contract_mp_eliminations,#objective,25,0,1,7#contract/eliminations,7#hash_42a2db502058dc8a,1,u9?0
10042,#contract_mp_objective_ekia,#objective,50,0,1,7#hash_2bf42e5c4da414e2,7#hash_2d8f4c8584bab3b2,1,u9?0
10043,#hash_4840654e4b2597a5,#scorestreak,250,0,1,7#hash_6c1a6ff1a2d00df3,7#hash_40c7d5c770dfcce5,1,u9?0
10044,#hash_5903b7c9559be1e,#scorestreak,5,0,1,7#hash_62d4e65dd8c7d2b1,7#hash_2787a7c25fbffe0b,1,u9?0
10045,#hash_31951837e7c9b9ef,#scorestreak,5,0,1,7#hash_63ff2d063824b746,7#hash_11390b7e2860f736,1,u9?0
10046,#hash_276886a0fbac5de0,#scorestreak,1,1,1,7#hash_1bca74d07d1c411a,7#hash_4a9d2141052317aa,1,u9?0
10047,#hash_741b3c0ab3e7a55f,#scorestreak,1,1,1,7#hash_18292ad4016e22df,7#hash_1b8feca9146fe371,1,u9?0
10048,#hash_3f50e5536ee788ab,#specialist,5,1,1,7#hash_37985d4852ef634d,7#hash_39805e8219046e77,1,u9?0
10049,#hash_7861508178a93a0f,#specialist,5,1,1,7#hash_1ea3e52553a4e545,7#hash_1c32f00015d190f,1,u9?0
10050,#hash_31a6484e36a0a20f,#specialist,10,0,1,7#hash_1d53f9779cf2942d,7#hash_681f77325f2a4097,1,u9?0
10051,#hash_6b52fb637a3c29cb,#specialist,10,0,1,7#hash_5be3e03706267915,7#hash_2134d5f76749f9bf,1,u9?0
10052,#contract_mp_hardcore_ekia,#combat,50,0,1,7#hash_f362019942daed1,7#hash_f90b1f6b39c32eb,1,u9?0
10053,#contract_mp_headshots_hardcore,#combat,10,0,1,7#contract/headshots_hardcore,7#hash_3657ad9ff6aad07e,1,u9?0
10054,#contract_mp_multikill_2_or_better,#combat,10,0,1,7#contract/multikill_2_or_better,7#hash_58d1d67eb0ab5261,1,u9?0
10055,#contract_mp_multikill_3_or_better,#combat,3,0,1,7#contract/multikill_3_or_better,7#hash_6e5403bed7aeab18,1,u9?0
10056,#contract_mp_match_wins,#victory,5,0,1,7#contract/match_wins,7#hash_5d89124dd15f33d3,1,u9?0
10057,#contract_mp_play_heist,#play,5,0,1,7#contract/play_heist,7#hash_2860e415dc83688,1,u9?0
10058,#hash_2156d88add08f25f,#play,5,0,1,7#hash_6ae705f806e88ddd,7#hash_3a550eb389d9e9e7,1,u9?0
10059,#contract_mp_play_team_deathmatch,#play,5,0,1,7#hash_42286b514847774a,7#hash_1f6ed8e92fca80fa,1,u9?0
10060,#contract_mp_play_safeguard,#play,5,0,1,7#contract/play_safeguard,7#hash_258e17b09f3f53e9,1,u9?0
10061,#contract_mp_play_domination,#play,5,0,1,7#hash_3888fb50fa9a9aa9,7#hash_4fef391205234ba3,1,u9?0
10062,#contract_mp_play_search,#play,5,0,1,7#hash_573bd67d89cd809c,7#hash_687d53fa6c14d1e4,1,u9?0
10063,#contract_mp_play_control,#play,5,0,1,7#contract/play_control,7#hash_1b68ef693c785e2c,1,u9?0
10064,#hash_5dbf89f59ac323e3,#play,5,0,1,7#hash_2710ad50f0aaeb8e,7#hash_cdb644e4e1dcb3e,1,u9?0
10065,#contract_mp_play_hardpoint,#play,5,0,1,7#hash_572ac47d89beeed3,7#hash_61df5fb390390485,1,u9?0
10066,#contract_mp_play_hardcore_team_deathmatch,#play,5,0,1,7#hash_23e0ba179aa3b352,7#hash_db52239619f3182,1,u9?0
10067,#contract_mp_play_public_match_games,#play,5,0,1,7#contract/play_public_match_games,7#hash_43c4b9b96eada60,1,u9?0
10068,#contract_mp_play_infection,#play,5,0,1,7#contract/play_infection,7#hash_4bbea65da4680234,1,u9?0
10069,#contract_mp_play_prop_hunt,#play,5,0,1,7#contract/play_prop_hunt,7#hash_6d95e1650225da46,1,u9?0
10070,#hash_f916a0b9718fb8,#play,5,0,1,7#hash_4f2ce775a3530a72,7#hash_f320dd66ccae4e2,1,u9?0
10071,#hash_1ffdd36f8bcda97d,#play,5,0,1,7#hash_7ca254f85c96ee43,7#hash_2a6646cfebac88d5,1,u9?0
10072,#hash_42b7ebc5926b0008,#play,5,0,1,7#hash_7b3fe150d7b4cbae,7#hash_4f6b3bc14fc4bd9e,1,u9?0
20001,#contract_wl_play_games,#play,5,0,2,7#hash_1b9f10607fb5af9a,7#hash_2a1c445327b9d32a,1,u9?0
20002,#hash_1d1b3fe36f24b6ac,#combat,5,0,2,7#hash_7827646493844bdc,7#hash_698ca669d466f224,1,u9?0
