0,#b1
160232,#feature_default_class_1
125987,#feature_default_class_2
116007,#feature_default_class_3
150810,#uav
181181,#remote_missile
142031,#artillery_barrage
149979,#feature_default_class_4
118400,#feature_default_class_5
175328,#feature_default_class_6
163045,#feature_cac
161616,#feature_custom_class_1
170884,#feature_custom_class_2
132430,#feature_custom_class_3
117176,#ar_accurate_t8
135024,#pistol_standard_t8
121350,#smg_standard_t8
165666,#lmg_standard_t8
191145,#launcher_standard_t8
133193,#gear_equipmentcharge
172851,#gear_medicalinjectiongun
120886,#gear_scorestreakcharge
162261,#default_specialist_equipment
145893,#talent_engineer
192880,#talent_scavenger
161116,#talent_teamlink
136575,#talent_skulker
107992,#talent_lightweight
117636,#talent_ghost
189994,#bonuscard_primary_gunfighter
110698,#bonuscard_secondary_gunfighter
169960,#bonuscard_primary_operator_mod
184042,#bonuscard_secondary_operator_mod
183958,#feature_custom_class_4
121483,#tr_powersemi_t8
175846,#gear_armor
167166,#feature_custom_class_5
199259,#sniper_powerbolt_t8
127951,#gear_awareness
192264,#feature_custom_class_6
165856,#shotgun_pump_t8
129858,#recon_car
191983,#ar_damage_t8
142068,#bonuscard_perk_1_greed
116015,#talent_flakjacket
152443,#supplydrop_marker
134625,#smg_accurate_t8
100392,#bonuscard_perk_2_greed
152306,#talent_coldblooded
120976,#overwatch_helicopter
128353,#sniper_fastrechamber_t8
101205,#bonuscard_perk_3_greed
150519,#talent_deadsilence
198217,#counteruav
120924,#lmg_spray_t8
184869,#bonuscard_overkill
153509,#planemortar
144210,#pistol_burst_t8
100891,#bonuscard_primary_gunfighter_2
199953,#talent_resistance
174637,#ar_modular_t8
111271,#bonuscard_secondary_gunfighter_2
180674,#ultimate_turret
176141,#smg_fastfire_t8
188493,#trophy_system
182313,#talent_gungho
116770,#sniper_powersemi_t8
109042,#shotgun_semiauto_t8
144363,#bonuscard_primary_gunfighter_3
192905,#dart
145724,#tr_midburst_t8
185690,#hatchet
179510,#bonuscard_secondary_gunfighter_3
122859,#talent_tracker
135790,#ar_stealth_t8
162025,#bonuscard_perk_1_gluttony
184477,#swat_team
175418,#smg_capacity_t8
119209,#ai_tank_marker
173808,#frag_grenade
182989,#talent_dexterity
176997,#sniper_quickscope_t8
169429,#pistol_revolver_t8
192449,#bonuscard_perk_2_gluttony
167314,#straferun
180354,#lmg_heavy_t8
173554,#bonuscard_perk_3_gluttony
165874,#eq_molotov
116102,#ar_fastfire_t8
121779,#bonuscard_underkill
132262,#drone_squadron
161976,#smg_handling_t8
125484,#eq_slow_grenade
197527,#ac130
108060,#tr_longburst_t8
115533,#knife_loadout
