611862490,#hash_32880d2a17119d80,#bribe,#invalid,#,#,#,#,#,0,1000,0,#,,0,
623778873,#weapon_bribe,#bribe,#invalid,#,#,#,#,#,0,2000,0,#,,0,
415739150,#quad_play_homewrecker,#hash_51a672b497989ace,#invalid,#,#,#,#,#melee_demohammer_t8,3,2800,0,#,,0,core_frontend_melee_demohammer
459981866,#loot_ui_icon_callingcards_future_racers_01,#calling_card,#rare,#hash_c6d7877e1bef24a,#,#,#,#,2,100,0,#,559981866,50,
494550985,#loot_ui_icon_callingcards_future_racers_02,#calling_card,#rare,#hash_c6d7877e1bef24a,#,#,#,#,2,100,0,#,,0,
417767348,#loot_ui_icon_callingcards_future_racers_03,#calling_card,#rare,#hash_c6d7877e1bef24a,#,#,#,#,2,100,0,#,,0,
492097638,#loot_ui_icon_callingcards_future_racers_04,#calling_card,#rare,#hash_c6d7877e1bef24a,#,#,#,#,2,100,0,#,592097638,50,
488343948,#loot_ui_icon_callingcards_future_racers_05,#calling_card,#rare,#hash_c6d7877e1bef24a,#,#,#,#,2,100,0,#,588343948,50,
400657141,#loot_ui_icon_callingcards_future_racers_06,#calling_card,#rare,#hash_c6d7877e1bef24a,#,#,#,#,2,100,0,#,,0,
484741174,#loot_ui_icon_callingcards_safari_hunter_01,#calling_card,#rare,#hash_9970ed806ff74a0,#,#,#,#,2,100,0,#,584741174,50,
414379685,#loot_ui_icon_callingcards_safari_hunter_02,#calling_card,#rare,#hash_9970ed806ff74a0,#,#,#,#,2,100,0,#,,0,
466098792,#loot_ui_icon_callingcards_safari_hunter_03,#calling_card,#rare,#hash_9970ed806ff74a0,#,#,#,#,2,100,0,#,566098792,50,
431237338,#loot_ui_icon_callingcards_safari_hunter_04,#calling_card,#rare,#hash_9970ed806ff74a0,#,#,#,#,2,100,0,#,531237338,50,
476320564,#loot_ui_icon_callingcards_safari_hunter_05,#calling_card,#rare,#hash_9970ed806ff74a0,#,#,#,#,2,100,0,#,,0,
401626173,#loot_ui_icon_callingcards_safari_hunter_06,#calling_card,#rare,#hash_9970ed806ff74a0,#,#,#,#,2,100,0,#,,0,
433386661,#loot_ui_icon_callingcards_shamrockandawe_01,#calling_card,#rare,#,#,#,#,#,0,1000,0,#,,0,
443143472,#hash_6aa60397b3ea87e9,#character,#ultra,#,#,#,#,#,3,800,0,#,,0,
433248931,#hash_ebc836765ea9696,#character,#ultra,#,#,#,#,#,0,1000,0,#,,0,
484240145,#hash_61abacd663653566,#character,#ultra,#,#,#,#,#,0,800,0,#,,0,
472908976,#loot_character_takeo_ofc,#character,#ultra,#,#,#hash_537c4fd4f889cdf5,#,#,2,800,0,#,572908976,400,
455010592,#hash_4539d744c00cbd51,#character,#ultra,#,#,#,#,#,9,2000,0,#,,0,
433040154,#hash_2ee6d9e68e4aba01,#death_fx,#rare,#,#,#,#,#,0,1000,0,#,,0,
463938221,#hash_323226006eb23dea,#gesture,#legendary,#,#,#,#,#,1,500,1,#,,0,
419586677,#hash_1758f578d1ea9a58,#gesture,#legendary,#,#,#,#,#,1,500,1,#,,0,
412411414,#hash_323b07e80c6cf63c,#gesture,#legendary,#,#,#,#,#,1,500,1,#,,0,
422301054,#hash_4c1c89c4dd09c6db,#gesture,#legendary,#,#,#,#,#,1,500,0,#,,0,
477758507,#hash_3dbdc54aae236b01,#gesture,#legendary,#,#,#,#,#,1,500,0,#,,0,
416991996,#loot_emote_exotic_shared_magician_hat,#gesture,#legendary,#,#,#,#,#,1,500,0,#,,0,
444213038,#hash_ec37a45b8b03c5f,#gesture,#legendary,#,#,#,#,#,1,500,1,#,,0,
473632175,#hash_43a20f61aa2c019a,#gesture,#legendary,#,#,#,#,#,0,1000,0,#,,0,
498502893,#loot_emote_exotic_shared_spike_football,#gesture,#legendary,#,#,#,#,#,2,500,0,#,,0,
436615999,#loot_emote_exotic_shared_stabby_banana,#gesture,#legendary,#,#,#,#,#,2,500,0,#,536615999,250,
477837890,#hash_3b21d549ba47f39b,#gesture,#legendary,#,#,#,#,#,0,1000,0,#,,0,
437849894,#loot_emote_shared_give_up,#gesture,#rare,#,#,#,#,#,2,300,0,#,537849894,150,
479847797,#loot_emote_shared_nay,#gesture,#rare,#,#,#,#,#,2,300,0,#,,0,
474986967,#loot_emote_shared_nobody_just_saw_that,#gesture,#rare,#,#,#,#,#,2,300,0,#,,0,
447914499,#loot_emote_shared_shuffle_dance,#gesture,#rare,#,#,#,#,#,2,200,0,#,,0,
412235922,#loot_emote_shared_shush,#gesture,#rare,#,#,#,#,#,2,300,0,#,,0,
461503068,#loot_emote_shared_tai_chi,#gesture,#rare,#,#,#,#,#,2,300,0,#,561503068,150,
470295175,#gesture_fishmictoast_bundle,#gesture_bundle,#legendary,#,#,#,#,#,3,800,0,#,,0,
483536176,#summer_gesture_bundle,#gesture_bundle,#legendary,#,#,#,#,#,10,600,0,#,,0,
408492083,#funky_dance_bundle,#gesture_bundle,#rare,#,#,#,#,#,9,500,0,#,,0,
416055485,#gesture_dance_bundle,#gesture_bundle,#rare,#,#,#,#,#,0,500,0,#,,0,
445584988,#c_t8_bo_jumpkit_game_cartridge,#jump_kit,#legendary,#,#,#,#,#,0,800,0,#,,0,
429821255,#jumppack_american_flag,#jump_kit,#legendary,#,#,#,#,#,3,500,0,#,,0,
417123808,#jumppack_chinese_new_year,#jump_kit,#legendary,#,#,#,#,#,3,500,0,#,,0,
466822123,#jumppack_elvis,#jump_kit,#legendary,#,#,#,#,#,3,500,0,#,,0,
400882168,#jumppack_heist,#jump_kit,#legendary,#,#,#,#,#,3,500,0,#,,0,
416672501,#hash_335cc14081c09745,#jump_kit,#legendary,#,#,#,#,#,0,1000,0,#,,0,
476094591,#camo_active_sig_smg_handling_hunter_base,#mastercraft,#ultra,#,#,#,#,#smg_handling_t8,0,1000,0,#,,0,
416146690,#ar_accurate_featured_item_bundle_shop,#hash_6044036371584190,#ultra,#,#,#,#,#ar_accurate_t8,0,2000,0,#,,0,
404013806,#abr_3_crates,#hash_6044036371584190,#ultra,#,#,#,#,#tr_midburst_t8,0,1600,0,#,,0,core_frontend_tr_midburst
474477948,#abr_5_crates,#hash_6044036371584190,#ultra,#,#,#,#,#tr_midburst_t8,0,2000,0,#,,0,core_frontend_tr_midburst
498813186,#abr_8_crates,#hash_6044036371584190,#ultra,#,#,#,#,#tr_midburst_t8,0,2000,0,#,,0,core_frontend_tr_midburst
482197660,#mastercraft_enforcer_bundle,#hash_6044036371584190,#ultra,#,#,#,#,#shotgun_pump_t8,3,1000,0,#,,0,core_frontend_shotgun_pump_police
449928230,#mastercraft_hades_snake,#hash_6044036371584190,#ultra,#,#,#,#,#lmg_spray_t8,7,1000,0,#,,0,core_frontend_lmg_spray_venom_cocktail
419800250,#mastercraft_safari_bundle,#hash_6044036371584190,#ultra,#,#,#,#,#smg_handling_t8,3,1000,0,#,,0,
448151952,#mastercraft_sdm_wetworks,#hash_6044036371584190,#ultra,#,#,#,#,#sniper_powersemi_t8,7,1000,0,#,,0,core_frontend_sniper_powersemi_lostpatrol
492384226,#mastercraft_vampire_hunter,#hash_6044036371584190,#ultra,#,#,#,#,#ar_stealth_t8_mp,2,1000,0,#,,0,
450874152,#melee_demohammer_t8,#melee_weapon,#ultra,#,#,#,#,#melee_demohammer_t8,0,1000,0,#,,0,
443045712,#melee_slaybell_t8,#melee_weapon,#ultra,#,#,#,#,#melee_slaybell_t8,0,1000,0,#,,0,
426753735,#melee_stopsign_bundle,#hash_6722b8ae0c9d0f9d,#ultra,#,#,#,#,#melee_stopsign_t8,10,1500,0,#,,0,core_frontend_melee_stopsign
455949317,#rising_tide_melee_bundle,#hash_6722b8ae0c9d0f9d,#ultra,#,#,#,#,#melee_cutlass_t8,8,1000,0,#,,0,core_frontend_melee_rising_tide
431446038,#rising_tide_melee_bundle_offer,#special_bundle,#invalid,#,#,#,#,#melee_cutlass_t8,10,1000,0,#,,0,core_frontend_melee_rising_tide
420487198,#zombie_arm_melee_bundle,#hash_6722b8ae0c9d0f9d,#ultra,#,#,#,#,#melee_zombiearm_t8,9,1000,0,#,,0,core_frontend_melee_zombiearm
436387672,#melee_action_figure_bundle,#hash_6722b8ae0c9d0f9d,#ultra,#,#,#,#,#,11,1000,0,#,,0,
434418156,#loot_tr_longburst_mk2,#mk2,#ultra,#,#,#,#,#tr_longburst_t8,0,1000,0,#,,0,
432533027,#ar_accurate_featured_item_bundle,#mk2_bundle,#ultra,#,#,#,#,#ar_accurate_t8,11,2000,0,#,,0,
478369732,#ar_modular_mk2_bundle,#mk2_bundle,#ultra,#,#,#,#,#ar_modular_t8,9,2000,0,#,,0,core_frontend_ar_modular_mk2
423305289,#tr_midburst_mk2_bundle,#mk2_bundle,#ultra,#,#,#,#,#tr_midburst_t8,10,2000,0,#,,0,core_frontend_tr_midburst_mk2
497041347,#sniper_powerbolt_mk2_bundle,#mk2_bundle,#ultra,#,#,#,#,#sniper_powerbolt_t8,11,2000,0,#,,0,core_frontend_sniper_powerbolt_mk2
495419239,#hash_56bec8bbb3070004,#outfit_bundle,#epic,#,#hash_bac19a8a93f750a,#hash_72c55cc45e7e3472,#hash_402321e8e03df866,#,9,800,0,#,,0,
402284359,#outfit_zombie_epic1_firebreak_bundle,#outfit_bundle,#epic,#,#hash_17c8471ad085983b,#hash_7c9ada3eb8d34683,#hash_3e5168fda96eb492,#,10,2400,0,#,,0,
414414878,#outfit_zombie_epic1_nomad_bundle,#outfit_bundle,#epic,#,#hash_bac19a8a93f750a,#hash_72c55cc45e7e3472,#hash_7180408e91514afe,#,10,1800,0,#,,0,
406953075,#outrider_apocalypse_outfit_bundle,#outfit_bundle,#epic,#,#hash_6b10c47c814fffcc,#hash_70afae348244d924,#hash_2bbe840732e2a099,#,9,800,0,#,,0,
459861196,#outrider_buccaneer_outfit_bundle,#outfit_bundle,#epic,#,#hash_6b10c47c814fffcc,#hash_70afae348244d924,#hash_3cda96af6053d937,#,8,800,0,#,,0,
427854416,#prophet_skipper_outfit_bundle,#outfit_bundle,#epic,#,#hash_74a7b1f09eb77129,#hash_daf508d451aed11,#hash_3e95fae00cc8a3d3,#,8,800,0,#,,0,
426308627,#ruin_apocalypse_outfit_bundle,#outfit_bundle,#epic,#,#hash_215efce6af8d9a10,#hash_7ccbc6b8805ead08,#hash_7af6ad687b6fea17,#,9,800,0,#,,0,
468382171,#spectre_apocalypse_outfit_bundle,#outfit_bundle,#epic,#,#hash_4c0746fa548d2220,#hash_31de7ea677d54648,#hash_6837a3497974d713,#,9,800,0,#,,0,
474984526,#outfit_zombie_epic1_reaper_bundle,#outfit_bundle,#epic,#,#hash_906e794ec705237,#hash_4cfaea355e37ffef,#hash_25688ba1733afdec,#,10,2000,0,#,,0,
459559418,#outfit_super_hero_epic1_spectre_bundle,#outfit_bundle,#epic,#,#hash_4c0746fa548d2220,#hash_31de7ea677d54648,#hash_2832ddd15447fd77,#,11,1800,0,#,,0,
476591622,#outfit_super_hero_epic1_seraph_bundle,#outfit_bundle,#epic,#,#hash_35abb557417d97bc,#hash_7f2b1477d27b7434,#hash_61969c9ef2ab5f64,#,11,1000,0,#,,0,
439017610,#outfit_super_hero_epic1_firebreak_bundle,#outfit_bundle,#epic,#,#hash_17c8471ad085983b,#hash_7c9ada3eb8d34683,#hash_6251013a1a529574,#,11,1200,0,#,,0,
491036844,#outfit_super_hero_epic1_prophet_bundle,#outfit_bundle,#epic,#,#hash_74a7b1f09eb77129,#hash_daf508d451aed11,#hash_38c5c9ebb066eb31,#,11,1600,0,#,,0,
