weapon_assault,none,50,30,40,50,0,35,#hash_34b9c2282a63d5dc,#ar_accurate_t8,?0,
weapon_attachment,reflex,5,0,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,holo,5,0,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,dualoptic,5,0,5,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,ir,10,0,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,mms,10,0,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,acog,5,0,10,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,quickdraw,5,0,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,fmj,0,5,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,extbarrel,0,0,10,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,grip,5,0,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,grip2,10,0,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_attachment,steadyaim,5,0,0,0,0,0,#,#ar_accurate_t8,?0,
weapon_assault,none,40,50,35,50,0,35,#hash_34b9c2282a63d5dc,#ar_an94_t8,?0,
weapon_attachment,reflex,5,0,0,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,dualoptic,5,0,5,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,ir,10,0,0,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,mms,10,0,0,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,mixclip,0,0,0,0,0,5,#,#ar_an94_t8,?0,
weapon_attachment,stalker,5,0,0,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,quickdraw,5,0,0,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,damage,0,5,0,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,extbarrel,0,0,10,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,grip,5,0,0,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,steadyaim,5,0,0,0,0,0,#,#ar_an94_t8,?0,
weapon_attachment,suppressed,0,0,-10,0,0,0,#,#ar_an94_t8,?0,
weapon_assault,none,35,50,50,30,0,30,#hash_34b9c2282a63d5dc,#ar_damage_t8,?0,
weapon_attachment,reflex,5,0,0,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,holo,5,0,0,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,dualoptic,5,0,5,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,acog,5,0,10,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,mms,10,0,0,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,fastreload,0,0,0,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,fmj,0,5,0,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,fmj2,0,10,0,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,damage,0,5,0,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,damage2,0,10,0,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,extbarrel,0,0,10,0,0,0,#,#ar_damage_t8,?0,
weapon_attachment,grip,5,0,0,0,0,0,#,#ar_damage_t8,?0,
weapon_assault,none,25,50,45,50,0,44,#hash_34b9c2282a63d5dc,#ar_doublebarrel_t8,?0,
weapon_attachment,reflex,5,0,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,holo,5,0,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,mms,10,0,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,extclip,0,0,0,0,0,15,#,#ar_doublebarrel_t8,?0,
weapon_attachment,extclip2,0,0,0,0,0,15,#,#ar_doublebarrel_t8,?0,
weapon_attachment,stalker,5,0,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,fmj,0,5,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,damage,0,5,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,extbarrel,0,0,10,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,grip,5,0,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,steadyaim,5,0,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_attachment,steadyaim2,10,0,0,0,0,0,#,#ar_doublebarrel_t8,?0,
weapon_assault,none,40,30,25,70,0,40,#hash_34b9c2282a63d5dc,#ar_fastfire_t8,?0,
weapon_attachment,reflex,5,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,elo,5,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,holo,5,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,dualoptic,5,0,5,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,fastreload,0,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,fastreload2,0,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,stalker,5,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,quickdraw,5,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,quickdraw2,10,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,steadyaim,5,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,steadyaim2,10,0,0,0,0,0,#,#ar_fastfire_t8,?0,
weapon_attachment,uber,10,0,0,5,0,0,#,#ar_fastfire_t8,?0,
weapon_assault,none,45,50,50,40,0,32,#hash_34b9c2282a63d5dc,#ar_galil_t8,?0,
weapon_attachment,reflex,5,0,0,0,0,0,#,#ar_galil_t8,?0,
weapon_attachment,acog,5,0,10,0,0,0,#,#ar_galil_t8,?0,
weapon_attachment,ir,10,0,0,0,0,0,#,#ar_galil_t8,?0,
weapon_attachment,extclip,0,0,0,0,0,15,#,#ar_galil_t8,?0,
weapon_attachment,stalker,5,0,0,0,0,0,#,#ar_galil_t8,?0,
weapon_attachment,quickdraw,5,0,0,0,0,0,#,#ar_galil_t8,?0,
