436404,#loot_contract_russman,#ultra,1,#character,1000,,0
484804,#loot_contract_deep_voyage,#ultra,1,#mastercraft,1900,,0
447429,#loot_contract_kn57_mastercraft,#ultra,1,#mastercraft,2400,,0
483932,#loot_contract_party_rock,#epic,1,#reactive_camo,700,,0
491298,#loot_contract_recon_samurai,#epic,1,#outfit,800,,0
492079,#loot_contract_replacer_vacation,#ultra,1,#character,1000,,0
430260,#loot_contract_gks_mastercraft,#ultra,1,#mastercraft,1900,,0
461422,#loot_contract_firebreak_snakeskin,#legendary,1,#outfit,500,,0
453107,#loot_contract_misty,#ultra,1,#character,800,,0
410686,#loot_contract_seraph_splinter,#rare,1,#outfit,500,,0
401030,#loot_contract_ajax_muertos,#legendary,1,#outfit,500,,0
456062,#loot_contract_carbon_cobra,#ultra,1,#signature_weapon,2000,,0
418240,#loot_contract_grigori_weaver,#ultra,1,#character,800,,0
442606,#loot_contract_seraph_muertos,#legendary,1,#outfit,500,,0
404446,#loot_contract_nomad_heist,#epic,1,#outfit,800,,0
400312,#loot_contract_zero_cyberpunk,#epic,1,#reactive_camo,700,,0
404599,#loot_contract_fourth_of_july_event_stream,#,1,#event,0,,0
418379,#loot_contract_labor_day_event_stream,#,1,#event,0,,0
442994,#loot_contract_nomad_muertos,#legendary,1,#outfit,500,,0
412726,#loot_contract_battery_snakeskin,#legendary,1,#outfit,500,,0
429240,#loot_contract_firebreak_muertos,#legendary,1,#outfit,500,,0
495313,#loot_contract_ruin_muertos,#legendary,1,#outfit,500,,0
486788,#loot_contract_richtofen,#ultra,1,#character,600,,0
410181,#loot_contract_prophet_muertos,#legendary,1,#outfit,500,,0
456525,#loot_contract_space_shuttle,#ultra,1,#mastercraft,1000,,0
405499,#loot_contract_stuhlinger,#ultra,1,#character,800,,0
442690,#loot_contract_torque_muertos,#legendary,1,#outfit,500,,0
498591,#loot_contract_ruin_modern_viking,#epic,1,#outfit,800,,0
459990,#loot_contract_patriot,#ultra,1,#signature_weapon,1000,,0
481864,#loot_contract_crash_snakeskin,#legendary,1,#outfit,500,,0
448419,#loot_contract_seraph_cop,#epic,1,#outfit,800,,0
418554,#loot_contract_valkyrie,#ultra,1,#mastercraft,1500,,0
454180,#loot_contract_winter,#,1,#event,0,,0
482087,#loot_contract_crash_cop,#epic,1,#outfit,800,,0
415891,#loot_contract_sergei,#ultra,1,#character,1000,,0
489358,#loot_contract_torque_highlander,#epic,1,#outfit,800,,0
447694,#loot_contract_icr7_mastercraft,#ultra,1,#mastercraft,1900,,0
486535,#loot_contract_season_2_bonus_stream,#,1,#event,0,,0
480693,#loot_contract_afterglow,#legendary,1,#weapon_camo,700,,0
492878,#loot_contract_tedd,#ultra,1,#character,1000,,0
490878,#loot_contract_crash_muertos,#legendary,1,#outfit,500,,0
450566,#loot_contract_nomad_splinter,#rare,1,#outfit,500,,0
423703,#loot_contract_battery_muertos,#legendary,1,#outfit,500,,0
495787,#loot_contract_rampart_mastercraft,#ultra,1,#mastercraft,1900,,0
434883,#loot_contract_ahabs_revenge,#ultra,1,#mastercraft,2000,,0
474203,#loot_contract_seraph_crimson_lotus,#epic,1,#outfit,800,,0
413629,#loot_contract_ajax_roman_warrior,#epic,1,#outfit,700,,0
475221,#loot_contract_halloween,#,1,#event,0,,0
446177,#loot_contract_recon_muertos,#legendary,1,#outfit,500,,0
