p7_fir_tank_propane_02_full,small,1,0,0,0,0,0,0,20,165
p7_bucket_plastic_5_gal_blue,small,1,0,0,0,0,0,0,20,165
p7_fir_sandbag_stack,medium,1,0,0,0,0,0,0,28,165
p7_fir_barrel_metal_blue,medium,1,0,0,0,0,0,0,28,165
p7_fir_tire_single_01,medium,1,0,0,0,0,0,0,28,165
p7_fir_sandbag_single_nodmg,medium,1,0,0,0,0,0,0,28,165
p7_mou_drinking_fountain2_base,medium,1,0,0,0,0,0,0,28,165
p7_fir_bar_room_chair,medium,1,0,0,0,0,90,0,28,165
p7_fir_tool_chest_rolling_lrg_full,large,1,0,0,0,0,90,0,36,165
p7_fir_foliage_tree_palm_01,large,0.5,0,0,0,0,0,0,200,260
p7_fir_crate_ammo_wood_02,large,1,0,0,9,0,90,0,36,165
p7_fir_generator_diesel_low_decals,large,1,0,0,0,0,90,0,40,180
p7_fir_targetdummy_rail_01_180,large,1,0,0,0,0,90,0,36,165
