p8_crate_milk_plastic_red,Small,1,0,0,0,0,0,0,20,165
p8_brick_cocaine_lg_stack_02_brown,Small,1,0,0,0,0,0,0,20,165
p7_foliage_tree_acacia_branch_dead_2,Small,1,0,0,2,0,90,0,20,165
p8_crate_metal_ammo_medium_01,Medium,1,0,0,0,0,0,0,28,165
p8_crate_metal_military_medium_01,Medium,1,0,0,0,0,0,0,28,165
p7_wes_crate_wood_02,Medium,1,0,0,0,0,0,0,28,165
p8_barrel_metal_rust_01,Medium,1,0,0,0,0,0,0,28,165
veh_t8_civ_forklift_modular_manned_forklift_dirty_yellow,Large,1,40,0,0,0,0,0,60,250
p7_ammo_resupply,Medium,1,0,0,0,0,0,0,28,165
p8_col_ship_interior_fire_control_console,Large,1,-8,0,0,0,0,0,36,165
p7_boat_small_01,Large,1,-16,0,0,0,0,0,36,200
p8_foliage_tree_banana_02,Large,0.4,0,0,0,0,0,0,28,180
