p8_fire_extinguisher_01,Small,1,0,0,0,0,270,0,20,165
p7_bucket_plastic_5_gal_white,Small,1,0,0,0,0,0,0,20,165
p7_supply_briefcase_02,Small,1,0,0,0,0,90,0,20,165
p7_crate_milk_plastic_blue,Small,1,0,0,0,0,0,0,20,165
p7_street_safety_cone,Medium,1,0,0,0,0,0,0,28,165
p7_toolbox_handheld_small_red,Medium,1,0,0,0,0,0,0,28,165
p7_slu_stool_swivel,Medium,1,0,0,0,0,0,0,28,165
p7_trashcan_modern,Medium,0.65,0,0,-4,0,0,0,28,165
p7_tank_welding_med_full,Medium,1,0,0,0,0,0,0,28,165
p8_chi_crate_solar_battery,Large,1,0,0,0,0,0,0,36,165
p7_stepladder_lrg_closed,Large,1,0,0,0,0,90,0,36,165
p8_chi_monitor_02,Large,1,0,0,7.5,0,90,0,36,165
p8_chair_office_modern_01,Large,1,16,0,0,0,0,0,36,165
p7_ral_furniture_couch_modern,Large,1,0,0,0,0,0,0,36,165
