p7_bicycle_blue,medium,1,0,0,0,0,0,0,28,165
p8_jpn_no_bicycle_cone,small,1,0,0,0,0,90,0,28,165
p8_jpn_vending_machine_2_blu,large,1,0,0,0,0,0,0,28,165
p8_jpn_streetlamp_metal_tall_lrg_grey,large,1,0,0,0,0,90,0,60,200
p8_jpn_trash_bin_small_paper,small,1,0,0,0,0,0,0,28,165
p8_jpn_duffel_bag_closed,small,1,0,0,0,0,0,0,28,165
p7_barrier_block_concrete_decal_2,large,1,0,0,0,0,0,0,28,165
p7_barrel_keg_beer_metal,medium,1,0,0,0,0,0,0,28,165
p8_jpn_bank_money_stack_large_full,large,1,0,0,0,0,0,0,28,165
p8_jpn_ice_cream_cone_sign_double,medium,1,0,0,0,0,0,0,28,165
p7_trash_bin_double_01_blue,medium,1,0,0,0,0,0,0,28,165
