1,0,20,#hash_7aef3391ad7940db,#hash_6dba4baa0a9f65e4
2,0,15,#hash_4781e9e61715b19f,#hash_6ee788b0bd766f64
3,0,25,#hash_2696e524c5c6465,#hash_57ea801cea535c40
4,0,500,#hash_4be78fc9c37c5d45,#hash_4ed0e395f465879c
5,0,50000,#hash_331b08b5d2df37ee,#hash_78c923e0371712b
6,0,100,#hash_72d417c6b95265b3,#
7,0,25,#hash_35b7a9861ec81179,#hash_493882f4ba43414e
8,0,25,#hash_507aff4a279a3fd1,#hash_4142a88c9b6f9748
1000,0,5,#hash_7aef3391ad7940db,#
1001,0,2,#hash_5217a1f10c29a473,#
1002,0,3,#hash_22d2b9b5acf3506b,#
1003,0,3,#hash_5cfd2644ac07bee5,#
1004,0,3,#hash_18106e7c7af89ae2,#
1005,0,3,#hash_558efe1d57845014,#
1006,0,3,#hash_48d8cbcdf091d80b,#
1007,0,3,#hash_386bfe7182f57a1c,#
1008,0,3,#hash_7715e3343e452836,#
1009,0,10000,#hash_331b08b5d2df37ee,#
1010,0,5,#hash_507aff4a279a3fd1,#
1011,0,200,#hash_472b976d8566c457,#
1012,0,10,#hash_35b7a9861ec81179,#
1013,0,10,#hash_2696e524c5c6465,#
1014,0,3,#hash_3f16a43d2433b160,#
1015,0,100,#hash_4be78fc9c37c5d45,#
1016,0,10,#hash_75dc54b6c1da7f67,#
1017,0,10,#hash_1df1bcd28b5c41d9,#
1018,0,15,#hash_39bdeb5175ce0079,#
1019,0,100,#hash_45fdaf31b30efb31,#
1020,0,100,#hash_4c4d190764ec015b,#
1021,0,50,#hash_fd4518d1a487099,#
1022,0,100,#hash_1ac5ad634f7e8b3e,#
1023,0,100,#hash_6cce0d3efebbb300,#
1024,0,100,#hash_436838832f253655,#
1025,0,100,#hash_305f49176b3f4c0c,#
1026,0,3,#hash_384a454819c3d6c7,#
1027,0,3,#hash_775843dedd1c428,#
1028,0,3,#hash_c04ed798206165f,#
2000,0,100,#hash_45fdaf31b30efb31,#
2001,0,50,#hash_65032a73d7031cb2,#
2002,0,100,#hash_1ac5ad634f7e8b3e,#
2003,0,50,#hash_79c416a688e0d76f,#
2004,0,100,#hash_436838832f253655,#
2005,0,100,#hash_6cce0d3efebbb300,#
2006,0,100,#hash_4c4d190764ec015b,#
2007,0,50,#hash_fd4518d1a487099,#
2008,0,100,#hash_7e03963e29bfac7f,#
2009,0,3,#hash_5cfd2644ac07bee5,#
2010,0,3,#hash_7d0ee4285d1943f,#
2011,0,3,#hash_558efe1d57845014,#
2012,0,3,#hash_384a454819c3d6c7,#
2013,0,3,#hash_775843dedd1c428,#
2014,0,3,#hash_c04ed798206165f,#
2015,0,3,#hash_7715e3343e452836,#
2016,0,3,#hash_18106e7c7af89ae2,#
2017,0,3,#hash_3accd5b19909a490,#
2018,0,3,#hash_1f07757da9fac74d,#
2019,0,3,#hash_386bfe7182f57a1c,#
2020,0,3,#hash_319b760906d5b59,#
2021,0,3,#hash_1bea074f711a899,#
2022,0,3,#hash_48d8cbcdf091d80b,#
2023,0,3,#hash_22d2b9b5acf3506b,#
