p7_rug_cloth_rolled_med_02,small,1,0,0,0,0,0,0,28,165
p7_cai_basket_reed_b_painted,small,1,0,0,0,0,0,0,28,165
p7_cai_hazard_cone_worn,small,1,0,0,0,0,0,0,28,165
veh_t8_civ_scooter_blue,large,1,0,0,0,0,0,0,28,165
p7_slu_tool_chest_rolling_full,small,1,0,0,0,0,90,0,28,165
p7_pottery_terracotta_b_orange,small,1,0,0,0,0,0,0,28,165
p7_slu_chair_lawn_plastic_white,medium,1,0,0,0,0,0,0,28,165
p7_wooden_cart_heavy,large,1,0,0,0,0,270,0,28,165
p7_cai_dumpster_small,medium,1,0,0,0,0,90,0,28,165
p8_col_barrel_metal_02_blue,medium,1,0,0,0,0,0,0,28,165
p8_afr_ottoman_stool_cloth,small,1,0,0,0,0,0,0,28,165
p8_col_crate_wood_lrg_dirty,medium,1,0,0,0,0,0,0,28,165
p8_soc_food_spice_sack_01_full_03,small,1,0,0,0,0,0,0,28,165
veh_t8_civ_truck_mini_rug_dirty_wht_morocco_static,large,1,0,0,0,0,0,0,60,200
