p7_slu_bag_cement_pallet_full,medium,1,0,0,0,0,0,0,28,165
p7_slu_bench_concrete,medium,1,0,0,19,0,0,0,28,165
p7_slu_dumpster_full,large,1,0,0,0,0,90,0,28,165
p7_slu_toilet_bathroom,small,1,0,0,0,0,0,0,28,165
p7_slu_barrel_metal_01,medium,1,0,0,0,0,0,0,28,165
p7_slu_fire_hydrant,small,1,0,0,0,0,90,0,28,165
p8_slu_machine_washing_blue,large,1,0,0,0,0,90,0,28,165
p7_slu_chair_lawn_plastic_red,medium,1,0,0,0,0,0,0,28,165
p8_mphd_tool_chest_rolling_lrg_b_wheel,large,1,0,0,0,0,90,0,28,165
p7_slu_trash_bag_standing,small,1,0,0,0,0,0,0,28,165
p7_slu_sofa_dmg,large,1,0,0,0,0,0,0,28,165
p7_slu_cooler_plastic,small,1,0,0,0,0,0,0,28,165
p8_slu_table_booth_worn,medium,1,0,0,0,0,0,0,28,165
p7_slu_refrigerator_modern_closed_dirty,large,1,0,0,0,0,0,0,28,165
