type,name,ptr
model,hash_402176a6f7b70657,2a886b35538
model,hash_5e63063424430f7c,2a886b8dd68
gesture,hash_6dbb203d420a583,2a888de6f10
gesture,hash_10a3bc4879220f8a,2a888dfb000
gesture,hash_202583ee04b1cae2,2a888dd7f60
gesture,hash_24de08d972c7b439,2a888dbf348
gesture,ges_grab,2a888dfb208
gesture,hash_2b7bf0994d95c434,2a888dfcc70
gesture,hash_2bfc8a1e1322e056,2a888dd97c0
gesture,hash_3c5a2eda5dad80ca,2a888dfb410
gesture,hash_419f11534af12a76,2a888ddc060
gesture,hash_4509a374ea7d4ff7,2a888dfb618
gesture,hash_4590790b4c08d9ce,2a888dfb820
gesture,hash_4c3c6b9af9597cf7,2a888dfba28
gesture,hash_4c834a2bdbbd7c31,2a888dfbc30
gesture,hash_59402172029f52fe,2a888dfce78
gesture,hash_5adafdc04b8543e5,2a888dfbe38
gesture,hash_62fc856013713b9d,2a888dfc040
gesture,hash_642346708733afa8,2a888dfc248
gesture,hash_6fc1740882d6bf98,2a888dfc450
gesture,hash_7153897588eac696,2a888dfc658
gesture,hash_7153d04831caf054,2a888dfd080
gesture,hash_72caf548e0071693,2a888dfc860
gesture,hash_78f14835573b0d80,2a888dfca68
gesture,hash_7b72d79753f3db63,2a888dfd288
gesture,hash_7d467f9f2d948647,2a888de2a00
gesturetable,hash_17d583bf031bf05d,2a888e9fe30
gesturetable,hash_3e06c757e4b20f4f,2a888e9fcf8
gesturetable,gestable_grab,2a888e9fd60
gesturetable,gestable_door_interact,2a888e9fdc8
gesturetable,gestable_battle_cry,2a888e9e840
xanim,hash_9fae5d76c43cd,2a8867d7ef8
xanim,hash_30f155e0781100,2a8867d4e48
xanim,hash_34d80583649401d,2a8867d4f78
xanim,hash_3f397422b25f6b6,2a8867d50a8
xanim,hash_4aeea2f06795136,2a886346c48
xanim,hash_534358370df4150,2a8867d51d8
xanim,hash_548b5745fcb3d7c,2a8866dec88
xanim,hash_5b927a49412d52c,2a8866dfe58
xanim,hash_7d2ad2d4a842b41,2a8865fa308
xanim,hash_c2cf35cc10ae66a,2a8867d5308
xanim,hash_e1753b669b6e051,2a886601768
xanim,hash_1042d8f0fc9dd4b8,2a8866f24d8
xanim,hash_10adb4bda3e6f5fd,2a8867d5438
xanim,hash_10e05769f3205919,2a8866f30b8
