type,name,ptr
vehicle,veh_mini_turret_zm,294cf0a5a08
model,hash_148e5a2dfbaa2,294cb842fd8
model,hash_37ee358155bdb,294cb70d918
model,p8_zm_vapor_altar_icon_01_bandolierbandit,294cb75ad78
model,hash_f4e40432def4e,294cb70da68
model,attach_t8_pistol_revolver_stabilzer_mk2_view,294cb591d88
model,hash_24a70d887f7bb1,294cb789998
model,attach_t8_pistol_standard_dbal_world,294cb592418
model,hash_4ef6c6c6554627,294cb592568
model,hash_514dd5512928fb,294cb5926b8
model,attach_t8_sniper_koshka_fast_mag_01_mk2_view,294cb592808
model,hash_5d4a139e0bb563,294cb592d48
model,attach_t8_charm_lava_lamp_view,294cb72b588
model,attach_t8_smg_fastfire_ext_mag_sig_02_view,294cb593138
model,attach_t8_loot_ar_peacekeeper_handguard_mk2_world,294cb593528
model,hash_928733068ac26c,294cb5937c8
model,hash_a975411391c120,294cb593918
model,hash_b9067a1e235c53,294cb593bb8
model,hash_c3756780553332,294cb593d08
model,hash_cfd01f0f76489f,294cb593e58
model,hash_eb2f8fcc553dcd,294cb593fa8
model,hash_ee9499b74058d9,294cb5940f8
model,attach_t8_tac_rifle_swordfish_hical_sig_02_view,294cb594248
model,hash_f3dee51ca889eb,294cb594398
model,attach_t8_loot_sniper_mini14_grip_world,294cb5944e8
model,hash_f6d8bcedb2711c,294cb594638
model,attach_t8_ar_k57_suppressor_view,294cb594788
model,p8_zm_vapor_altar_icon_01_etherealrazor,294cb8ec628
model,attach_t8_loot_shotgun_fullauto_foregrip_02_sig_view,294cb594b78
model,hash_1327c325457e448,294cb594e18
model,attach_t8_smg_capacity_ext_mag_01_mk2_world,294cb5950b8
model,hash_15ad9b190689b73,294cb595358
model,attach_t8_loot_ar_an94_dbal_view,294cb5955f8
model,hash_16a3c032ed6cbe7,294cba10fd8
model,attach_t8_smg_fastfire_dbal_02_view,294cb595898
model,attach_t8_loot_smg_folding_stock_mk2_world,294cb595b38
