type,name,ptr
model,p8_fxanim_wz_supply_stash_01_mod,2a886d63778
model,wpn_t8_eqp_spray_paint_can_world,2a886b35538
model,hash_4c315b7f2185c393,2a886e11208
model,p8_wz_supply_stash_chest_02,2a886f71f18
model,wpn_t8_eqp_spray_paint_can_view,2a886b8dd68
model,p8_wz_medical_wheelchair_01_hospital,2a886cab638
gesture,hash_6dbb203d420a583,2a888dfbe38
gesture,hash_10a3bc4879220f8a,2a888de7b40
gesture,hash_202583ee04b1cae2,2a888de1fd8
gesture,hash_24de08d972c7b439,2a888dbf348
gesture,ges_grab,2a888df3828
gesture,ges_spray,2a888de66f0
gesture,hash_2bfc8a1e1322e056,2a888ddb430
gesture,hash_3c5a2eda5dad80ca,2a888df3e40
gesture,hash_419f11534af12a76,2a888de3220
gesture,hash_4509a374ea7d4ff7,2a888df1398
gesture,hash_4590790b4c08d9ce,2a888df7b30
gesture,hash_4c3c6b9af9597cf7,2a888dee2d8
gesture,hash_4c834a2bdbbd7c31,2a888df5ab0
gesture,hash_59402172029f52fe,2a888dec668
gesture,hash_5adafdc04b8543e5,2a888deff48
gesture,hash_62fc856013713b9d,2a888dec460
gesture,hash_642346708733afa8,2a888de54a8
gesture,hash_6fc1740882d6bf98,2a888dee4e0
gesture,hash_7153897588eac696,2a888df2e00
gesture,hash_7153d04831caf054,2a888df62d0
gesture,hash_72caf548e0071693,2a888df9390
gesture,boast_zombie_climbout,2a888de8d88
gesture,hash_78f14835573b0d80,2a888deb628
gesture,hash_7b72d79753f3db63,2a888df4e80
gesture,hash_7d467f9f2d948647,2a888ddc268
gesturetable,hash_17d583bf031bf05d,2a888e9f470
gesturetable,hash_3e06c757e4b20f4f,2a888e9f060
gesturetable,gestable_grab,2a888e9f7b0
gesturetable,gestable_door_interact,2a888e9f818
gesturetable,gestable_battle_cry,2a888e9ebe8
xanim,hash_9fae5d76c43cd,2a88677a458
xanim,hash_30f155e0781100,2a886725838
xanim,hash_34d80583649401d,2a8867d1c68
xanim,hash_3f397422b25f6b6,2a886765ef8
xanim,pt_bow_prone_flashed_loop,2a886346c48
xanim,hash_534358370df4150,2a886788728
xanim,hash_548b5745fcb3d7c,2a8866c2f38
xanim,hash_5b927a49412d52c,2a886755628
xanim,hash_7d2ad2d4a842b41,2a8865f5a98
xanim,hash_c2cf35cc10ae66a,2a8866f6298
xanim,hash_e1753b669b6e051,2a8867ac4b8
xanim,hash_1042d8f0fc9dd4b8,2a88676df38
xanim,hash_10adb4bda3e6f5fd,2a8867a3c28
xanim,hash_10e05769f3205919,2a886782a88
xanim,hash_1154a4d68993f7f2,2a8866414a8
xanim,hash_1261c26d1bc75d04,2a886387b58
