type,name,ptr
vehicle,vehicle_boct_mil_boat_tactical_raft_wz_blk,2a88a595fe8
vehicle,veh_ultimate_turret_wz,2a88a5945b8
vehicle,vehicle_t8_drone_recon_wz,2a88a576e58
vehicle,vehicle_boct_mil_boat_tactical_raft_wz_blk_pc,2a88a61a918
vehicle,hash_12d9972b4ec9db34,2a88a5eb1a8
vehicle,vehicle_t8_drone_recon_wz_pc,2a88a592b88
vehicle,vehicle_boct_mil_boat_tactical_raft_wz_gry,2a88a570598
vehicle,hash_31493d17c21fcc1b,2a88a6174b8
vehicle,hash_3effd1dd89ee3d36,2a88a5f68f8
vehicle,vehicle_zmb_air_alcatraz_plane,2a88a5b1d18
vehicle,vehicle_t8_mil_helicopter_transport_dark_wz_infiltration,2a88a59c8a8
vehicle,hash_4bed0c8b353f3511,2a88a5f8328
vehicle,vehicle_boct_mil_boat_tactical_raft_wz_gry_pc,2a88a58c2c8
vehicle,vehicle_boct_mil_boat_tactical_raft_wz_odg,2a88a5e2eb8
vehicle,vehicle_t8_mil_air_transport_infiltration,2a88a585a08
vehicle,vehicle_boct_mil_boat_tactical_raft_wz_odg_pc,2a88a5a4b98
vehicle,hash_7c8dc3d28c1c95e2,2a88a5febe8
vehicle,hash_7dd2944ddf7cc7e9,2a88a578888
model,hash_37ee358155bdb,2a886bed918
model,hash_24a70d887f7bb1,2a886c69998
model,hash_4ef6c6c6554627,2a886a72568
model,hash_514dd5512928fb,2a886a726b8
model,hash_a975411391c120,2a886a73918
model,hash_c3756780553332,2a886a73d08
model,hash_eb2f8fcc553dcd,2a886a73fa8
model,hash_ee9499b74058d9,2a886a740f8
model,hash_f3dee51ca889eb,2a886a74398
model,p8_wz_fence_gate_wall_debris_mesh_large,2a886d009e8
model,hash_1327c325457e448,2a886a74e18
model,attach_t8_wz_pickup_ext_fast_mag,2a886cafe68
model,hash_184160ace9cb4de,2a886a75c88
model,hash_1b46be072495a7b,2a886a76318
model,hash_2308ad8dabc441a,2a886a77818
model,hash_24f517916754196,2a886a77ea8
model,hash_282eb0b2f6add41,2a886a78e68
model,hash_28455d02042fc78,2a886c892e8
model,hash_289d074232121ce,2a886f4e6c8
model,hash_2e34a6814702114,2a886c9e2e8
model,hash_31e126c085c45c4,2a886c97208
