type,name,ptr
vehicle,vehicle_t8_mil_helicopter_transport_dark_wz,2a88a575428
vehicle,hash_d53cf8d457e65cc,2a88a591158
vehicle,veh_ultimate_turret_wz,2a88a5945b8
vehicle,vehicle_t8_drone_recon_wz,2a88a576e58
vehicle,vehicle_t8_drone_recon_wz_pc,2a88a592b88
vehicle,vehicle_straferun_mp,2a88a58a898
vehicle,veh_hawk_player_wz,2a88a587438
vehicle,veh_hawk_wz,2a88a571fc8
vehicle,veh_dart_wz,2a88a583fd8
vehicle,hash_444804d03bdda785,2a88a5a3168
vehicle,veh_hawk_player_far_range_wz,2a88a58dcf8
vehicle,defaultvehicle_mp,2a88a56eb68
vehicle,veh_dart_wz_pc,2a88a59fd08
vehicle,vehicle_t8_mil_air_transport_infiltration,2a88a585a08
vehicle,hash_7dd2944ddf7cc7e9,2a88a578888
model,wpn_t8_loot_smg_fastburst_mag_mk2_world,2a886bed918
model,c_t8_mp_spe_hacker_superhero_lowerbody1,2a886a71ae8
model,c_t8_mp_spe_firebreak_apocalypse_torso1_armormedium,2a886a71c38
model,attach_t8_pistol_revolver_stabilzer_mk2_view,2a886a71d88
model,c_t8_mp_spe_armor_medium_s_r_shoulder,2a886d2d298
model,attach_t8_loot_shotgun_fullauto_dbal_mk2_world,2a886a71ed8
model,wpn_t8_smg_fastfire_sig_01_world,2a886c69998
model,c_t8_bo_hero_reznov_head1,2a886a72028
model,attach_t8_pistol_standard_dbal_world,2a886a72418
model,wpn_t8_loot_pistol_auto_sig_02_view,2a886a72568
model,hash_514dd5512928fb,2a886a726b8
model,hash_53560ebff7b591,2a886a72958
model,c_t8_mp_spe_outrider_pirate_torso1_viewbody,2a886a72aa8
model,c_t8_bo_hero_misty_viewlegs1,2a886a72bf8
model,hash_5d4a139e0bb563,2a886a72d48
model,attach_t8_charm_lava_lamp_view,2a886c0b588
model,c_t8_mp_spe_spectre_superhero_viewlegs1,2a886a72e98
model,c_t8_mp_spe_firebreak_apocalypse_viewlegs1,2a886a72fe8
model,attach_t8_smg_fastfire_ext_mag_sig_02_view,2a886a73138
model,c_t8_mp_spe_firebreak_torso1_armormedium1,2a886a73288
model,hash_846064366f9c96,2a886a733d8
model,hash_a975411391c120,2a886a73918
model,hash_abe05b46d326df,2a886c6f188
model,c_t8_bo_hero_menendez_torso1,2a886a73a68
model,wpn_t8_bo_parachute_world,2a886c70a78
model,wpn_t8_loot_smg_fastburst_sig_02_view,2a886a73d08
model,wpn_t7_grenade_frag_world,2a886d8ce48
model,hash_eb2f8fcc553dcd,2a886a73fa8
model,wpn_t8_tac_rifle_swordfish_mag_view,2a886a740f8
model,c_t8_mp_spe_hacker_apocalypse_arms1_s_larm,2a886bedbb8
model,wpn_t8_loot_smg_fastburst_view,2a886a74398
model,attach_t8_loot_sniper_mini14_grip_world,2a886a744e8
model,attach_t8_ar_k57_suppressor_view,2a886a74788
model,c_t8_bo_hero_old_woods_torso1_armorheavy,2a886a74a28
