0,black,68,-1,75,0,0,0,0,15,1,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_BGIMAGE 
1,,128,-1,75,0,0,0,0,15,1000,0,CREDIT_LINE_WAIT 
2,Game Designed & Developed By,2050,-1,150,1,320,334,0,15,5000,1000,CREDIT_LINE_STATIC CREDIT_LINE_ITALIC 
3,treyarch_logo,258,-1,100,1,320,348,128,384,5000,1000,CREDIT_LINE_STATIC CREDIT_LINE_IMAGE 
4,,16,-1,75,0,0,0,0,15,4500,0,CREDIT_LINE_FLUSH
5,scroll_sequence_1,512,-1,75,0,0,0,50,-10,2,0,CREDIT_LINE_MARKER 
6,,4,-1,75,0,0,720,50,800,2,0,CREDIT_LINE_NEXT_Y 
7,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
8,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
9,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
10,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
11,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
12,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
13,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
14,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
15,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
16,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
17,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
18,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
19,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
20,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
21,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
22,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
23,t8_logo,260,-1,100,1,320,0,222,333,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_IMAGE 
24,,4,-1,75,0,0,0,50,-10,2,0,CREDIT_LINE_NEXT_Y 
25,,4,-1,75,0,0,0,50,-10,2,0,CREDIT_LINE_NEXT_Y 
26,,4,-1,75,0,0,0,50,-10,2,0,CREDIT_LINE_NEXT_Y 
27,TREYARCH,1028,-1,175,1,320,210,0,-15,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_BOLD
28,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
29,Animation,2052,-1,150,1,320,0,0,-10,2,0,CREDIT_LINE_NEXT_Y CREDIT_LINE_ITALIC 
30,,4,-1,110,0,0,0,400,-10,2,0,CREDIT_LINE_NEXT_Y 
31,Cory Aldridge,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
32,Chris Bullock,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
33,Darrel Christian,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
34,Cassandra Dart,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
35,Ben Deguzman,4,-1,110,1,320,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
36,Anthony DiCenzo,4,-1,110,1,480,0,0,-10,2,0,CREDIT_LINE_NEXT_Y 
37,Dom Drozdz,4,-1,110,1,160,0,0,0,2,0,CREDIT_LINE_NEXT_Y 
