1,camo_elixir,#hash_302190f0114df195,#none,#none,0,#none,,#
2,camo_elixir,#hash_5b792bfa2b46e142,#none,#none,0,#none,,#
3,camo_elixir,#hash_6ab2ccd4ff7f8740,#none,#none,0,#none,,#
4,camo_elixir,#hash_6e5ba9afb1470a4f,#none,#none,0,#none,,#
5,camo_elixir,#hash_451b1fee8a617471,#none,#none,0,#none,,#
6,camo_elixir,#hash_d43f54938c15fe6,#none,#none,0,#none,,#
7,camo_elixir,#hash_5858f0e276622ee5,#none,#none,0,#none,,#
8,camo_elixir,#hash_48fe3140159823e8,#none,#none,0,#none,,#
9,camo_elixir,#hash_587d7014ca263d8e,#none,#none,0,#none,,#
10,camo_elixir,#hash_3153559e9e16aec5,#none,#none,0,#none,,#
11,camo_elixir,#hash_6b62a8bcb3e288,#none,#none,0,#none,,#
12,camo_elixir,#hash_c350c605b418606,#none,#none,0,#none,,#
13,camo_elixir,#hash_7e0178b36474c153,#none,#none,0,#none,,#
14,camo_elixir,#hash_41d44a4d889f60ce,#none,#none,0,#none,,#
15,camo_elixir,#hash_3d047e79df32ab02,#none,#none,0,#none,,#
16,camo_elixir,#hash_444954fcc995e68f,#none,#none,0,#none,,#
17,camo_elixir,#hash_48e31aafcd95cc5,#none,#none,0,#none,,#
18,camo_elixir,#hash_559434eb01b09ae,#none,#none,0,#none,,#
19,camo_elixir,#hash_7a3df2cb711f66a7,#none,#none,0,#none,,#
20,camo_elixir,#hash_51a629b41cff584c,#none,#none,0,#none,,#
21,camo_elixir,#hash_5e4ac89fc40ff730,#none,#none,0,#none,,#
22,camo_elixir,#hash_6e9ad27856473090,#none,#none,0,#none,,#
23,camo_elixir,#hash_26a6041222942b3b,#none,#none,0,#none,,#
24,camo_elixir,#hash_7abb4f648fa82948,#none,#none,0,#none,,#
25,camo_elixir,#hash_5d9020508514679c,#none,#none,0,#none,,#
26,camo_elixir,#hash_583908358c09bafb,#none,#none,0,#none,,#
27,camo_elixir,#hash_20d274d62221745b,#none,#none,0,#none,,#
28,camo_elixir,#hash_778326a5ccdbbd75,#none,#none,0,#none,,#
29,camo_elixir,#hash_7676849d663bd38e,#none,#none,0,#none,,#
30,camo_elixir,#hash_56c4a6f7decb57d0,#none,#none,0,#none,,#
31,camo_elixir,#hash_3b99687e995a756,#none,#none,0,#none,,#
32,camo_elixir,#hash_535b963bf6e11496,#none,#none,0,#none,,#
33,camo_elixir,#hash_4d06b40b45e767a7,#none,#none,0,#none,,#
34,camo_elixir,#hash_1acfb6d0a3b7d5b4,#none,#none,0,#none,,#
35,camo_elixir,#hash_51688775fa7ff26c,#none,#none,0,#none,,#
36,camo_elixir,#hash_34bed97a4944aa97,#none,#none,0,#none,,#
37,camo_elixir,#hash_4d4a3c83c001eec8,#none,#none,0,#none,,#
38,camo_elixir,#hash_46d96a2c41f3a0d7,#none,#none,0,#none,,#
39,camo_elixir,#hash_73119293bd1a99c2,#none,#none,0,#none,,#
40,camo_elixir,#hash_4e9544bd7868a855,#none,#none,0,#none,,#
41,camo_elixir,#hash_14a5606b5cce0173,#none,#none,0,#none,,#
42,camo_elixir,#hash_405ee420c44a075,#none,#none,0,#none,,#
43,camo_elixir,#hash_2a07046e1997964f,#none,#none,0,#none,,#
44,camo_elixir,#hash_129da61aaa97afa1,#none,#none,0,#none,,#
45,camo_elixir,#hash_5545bb2685c0a96,#none,#none,0,#none,,#
46,camo_elixir,#hash_59ff7818ff4541de,#none,#none,0,#none,,#
47,camo_elixir,#hash_bfe8f9bf7b8e43a,#none,#none,0,#none,,#
48,camo_elixir,#hash_3abc4acccf4fadb6,#none,#none,0,#none,,#
49,camo_elixir,#hash_655347d2e8c0eedc,#none,#none,0,#none,,#
50,camo_elixir,#hash_294a1011c618e8b,#none,#none,0,#none,,#
51,camo_elixir,#hash_6f1c7faa28ce9404,#none,#none,0,#none,,#
52,camo_elixir,#hash_6db705d91bf34fac,#none,#none,0,#none,,#
53,camo_elixir,#hash_8cd774f4da938c3,#none,#none,0,#none,,#
54,camo_elixir,#hash_35f035a9747bca1d,#none,#none,0,#none,,#
55,camo_elixir,#hash_2bf47d5c06f1b0f0,#none,#none,0,#none,,#
1,camo,#camo_alfa,#none,#none,0,#none,,#
