0,none,none,7#hash_11d17195d5833bc4,none,0,#weapon_missing_image,7#hash_17ede46111f44fec,7#,,0,0,,0,0,0,0,,,FALSE,,#,,#,,,#none
1,top,optic,7#mpui/acog,acog,0,#ui_icon_attachment_recon,7#hash_2b8096f4212652cb,7#,acog,1,0,acog dualoptic dw dynzoom elo holo ir is mk mms rangefinder reddot reflex tacknife vzoom,1,0,0,0,,,FALSE,,#,,#,,,#acog
2,gunperk,rig,7#hash_5afd03a588cd1c62,adsreload,0,#ui_icon_attachment_adsreloader,7#hash_49281fa933339a32,7#,adsreload,2,0,adsreload,1,0,0,0,,,FALSE,,#,,#,,,#adsreload
3,muzzle,rig,7#hash_19ab29890f4ebb91,barrelchoke,0,#ui_icon_attachment_chokedbarrel,7#hash_13d29462fd0d57ab,7#hash_61ae56844fb4ecd3,barrelchoke,3,0,barrelchoke,1,0,0,0,,,FALSE,,#,,#,,,#barrelchoke
4,gunperk,mod,7#mpui/clantag,clantag,0,#cac_mods_clan_tag,7#,7#,clantag,4,0,clantag custom2 killcounter,0,0,0,0,,,FALSE,,#,,#,,,#clantag
5,gunperk,rig,7#hash_360742434808cf8e,custom1,0,#ui_icon_attachment_rapidfire,7#hash_49e88c8053d4f73e,7#,custom1,5,0,,1,0,0,0,,,FALSE,,#,,#,,,#custom1
6,gunperk,mod,7#hash_7bf8bcf55e2bd26e,custom2,0,#blacktransparent,7#,7#,custom2,6,0,clantag custom2 killcounter,0,0,0,0,,,FALSE,,#,,#,,,#custom2
7,gunperk,rig,7#hash_4f23c6ecb321fa19,custom3,0,#ui_icon_attachment_longbarrel,7#hash_366888e106b2bbb3,7#,custom3,7,0,,1,0,0,0,,,FALSE,,#,,#,,,#custom3
8,none,none,7#hash_11d17195d5833bc4,custom4,0,#weapon_missing_image,7#hash_17ede46111f44fec,7#,custom4,8,0,,0,0,0,0,,,FALSE,,#,,#,,,#custom4
9,none,none,7#hash_11d17195d5833bc4,custom5,0,#weapon_missing_image,7#hash_17ede46111f44fec,7#,custom5,9,0,,0,0,0,0,,,FALSE,,#,,#,,,#custom5
